precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RUSU ZAHARIE-PARTIDUL NAȚIONAL LIBERAL-voturi","PUHA IONEL-CRISTINEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SAVU CORNELIU-PAMFIL-COSTICĂ-PARTIDUL SOCIAL DEMOCRAT-voturi","POPESCU ISIDOR-IONEL-PARTIDUL S.O.S. ROMÂNIA-voturi","BAHNEAN VASILE-PARTIDUL PRO ROMÂNIA-voturi","MUCEA VASILE-FLORIN-PARTIDUL LEGE EDUCAȚIE UNITATE-voturi"
35,SUCEAVA,PRIMARIA,221,BILCA,147036,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:34:25",1191,1172,0,2,17,563,544,0,2,17,548,15,1274,711,389,73,61,11,10,4
35,SUCEAVA,"SCOALA GIMNAZIALA NR. 2",222,BILCA,147036,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:16:42",990,972,1,3,14,539,522,0,3,14,518,21,1080,541,316,51,120,13,10,8
35,SUCEAVA,"SCOALA PRIMARA NR. 3",223,BILCA,147036,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:38",1015,1001,0,2,12,472,458,0,2,12,455,17,1110,638,293,53,45,8,35,21
