precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
49,"Sector 6","LICEUL TEORETIC ”MARIN PREDA”",1253,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:39:24",1614,1604,2,8,0,660,651,1,8,0,646,14,1600,940,176,121,37,14,25,49,155,13,56
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",599,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:46:48",1149,1144,2,3,0,428,425,0,3,0,411,17,1267,839,106,51,30,5,20,14,144,6,35
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",597,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:27:10",1433,1415,10,8,0,552,544,0,8,0,540,12,1562,1006,182,42,41,9,27,39,156,15,29
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",592,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:36:06",1034,1018,6,10,0,422,411,1,10,0,409,13,1141,719,133,47,35,9,18,27,97,16,27
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",598,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:52:21",1271,1261,2,8,0,598,590,0,8,0,584,14,1388,790,209,43,38,9,26,29,170,9,51
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",601,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:00:01",1272,1261,1,10,0,553,543,0,10,0,537,16,1385,832,133,65,43,17,19,19,198,11,32
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",595,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-12 06:14:37",1053,1031,12,7,3,481,472,0,7,2,468,12,1155,672,99,54,42,11,11,19,168,13,51
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",596,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:42:46",1276,1265,4,7,0,521,514,0,7,0,509,12,1389,868,146,39,48,9,30,35,142,15,45
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",593,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:06:46",1185,1167,5,13,0,474,461,0,13,0,459,15,1293,819,136,59,39,12,28,21,106,12,46
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",600,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:15:14",1565,1542,6,16,1,671,654,0,16,1,657,12,1701,1032,154,66,50,10,17,31,242,19,68
46,"Sector 3","LICEUL TEORETIC ”NICHITA STĂNESCU”;",594,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:36:41",1634,1622,2,10,0,401,391,0,10,0,391,10,1791,1390,100,58,37,7,23,14,116,9,27
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",1,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 12:50:32",1966,1908,40,18,0,660,642,0,18,0,637,12,2200,1551,145,89,56,9,18,23,240,17,40
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",2,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 09:48:15",1505,1482,15,8,0,797,789,0,8,0,796,1,1703,899,206,113,61,15,14,30,274,16,67
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",4,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:47:54",1024,971,46,7,0,474,467,0,7,0,457,17,1130,656,111,76,31,12,12,23,145,15,32
44,"Sector 1","LICEUL TEORETIC ”NICOLAE IORGA”",3,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 09:54:11",1282,1263,6,12,1,653,640,0,12,1,640,13,1440,787,126,103,54,10,21,24,240,12,50
45,"Sector 2","LICEUL TEORETIC ”TRAIAN”",176,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 14:16:43",1826,1793,20,12,1,869,854,2,12,1,822,29,1900,943,224,88,53,13,24,19,306,22,73
45,"Sector 2","LICEUL TEORETIC ”TRAIAN”",178,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:36:03",1792,1769,11,12,0,775,763,0,12,0,736,39,1900,1125,206,65,68,15,41,40,231,14,56
45,"Sector 2","LICEUL TEORETIC ”TRAIAN”",177,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:06:07",1769,1746,13,10,0,816,806,0,10,0,808,8,1900,1084,206,92,69,16,33,25,279,22,66
45,"Sector 2","LICEUL TEORETIC ”TRAIAN”",179,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:07:25",1837,1790,30,16,1,887,870,0,16,1,866,21,1900,1013,249,69,69,24,28,32,318,22,55
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1239,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:08:27",1536,1494,23,19,0,722,703,0,19,0,706,16,1498,776,140,119,35,17,24,22,261,12,76
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1242,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 11:10:51",2073,2020,32,20,1,1023,1002,0,20,1,1010,13,2000,977,104,154,34,14,20,13,534,19,118
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1240,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:35:25",1013,1001,1,10,1,488,477,0,10,1,473,15,1000,512,96,69,24,12,20,29,176,12,35
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1241,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:55:57",1313,1305,0,8,0,603,595,0,8,0,575,28,1300,697,131,108,53,12,20,27,168,15,41
49,"Sector 6","LICEUL TEORETIC ”TUDOR VLADIMIRESCU”",1243,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:51:04",1255,1238,0,17,0,559,542,0,17,0,549,10,1209,650,130,117,34,21,13,15,174,11,34
45,"Sector 2","LICEUL TEORETIC ”WALDORF” - GRADINIȚA NR. 113",368,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:55:58",1853,1822,28,3,0,752,749,0,3,0,738,14,7309,1557,175,83,60,11,25,43,269,9,63
45,"Sector 2","LICEUL TEORETIC ”WALDORF” - GRADINIȚA NR. 113",367,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:02:50",1279,1259,12,8,0,542,534,0,8,0,526,16,1600,1058,130,57,41,18,16,22,187,10,45
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1068,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:50:24",1309,1296,1,11,1,656,644,0,11,1,613,15,1300,672,126,120,48,16,16,24,192,17,54
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1064,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:06:56",1163,1144,12,6,1,550,543,0,6,1,532,18,1200,650,123,92,41,21,26,42,131,13,43
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1067,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:17:49",1251,1235,6,10,0,587,577,0,10,0,565,11,1300,712,123,104,50,8,18,51,157,11,43
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1066,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:04:01",732,717,7,8,0,277,269,0,8,0,268,9,800,523,70,59,19,7,9,16,69,5,14
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1069,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:42:14",1142,1128,7,7,0,496,489,0,7,0,470,22,1200,708,112,94,27,12,24,37,117,15,32
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”ADRIAN PĂUNESCU”",1065,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:15:37",1261,1246,7,8,0,589,581,0,8,0,564,25,1300,711,127,82,45,11,16,37,199,15,32
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",142,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 12:38:43",1975,1969,0,6,0,987,981,0,6,0,942,29,2200,1229,184,128,63,16,33,57,344,21,96
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",141,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 13:47:50",1678,1664,12,2,0,776,774,0,2,0,742,32,1840,1065,193,107,54,20,27,47,230,18,46
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",143,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 15:25:40",1502,1495,1,5,1,698,692,1,4,1,682,0,1680,930,195,97,75,8,15,45,188,17,42
44,"Sector 1","ȘCOALA GIMNAZIALĂ ”ALEXANDRU COSTESCU” NR.182",144,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 17:45:25",1608,1555,10,43,0,657,613,1,43,0,631,6,1711,1063,168,93,167,61,40,9,18,15,60
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",471,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:12:38",1238,1228,0,10,0,616,606,0,10,0,593,23,1344,728,123,81,30,23,27,31,196,28,54
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",470,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:40:56",1335,1331,4,0,0,558,558,0,0,0,544,14,1471,883,201,36,43,12,24,34,139,12,43
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",472,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 14:19:59",1643,1634,1,8,0,710,702,0,8,0,682,28,1786,1076,178,68,53,13,28,41,215,21,65
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",469,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 23:39:55",1249,1236,8,5,0,552,547,0,5,0,540,8,1361,809,177,49,50,9,19,32,156,14,34
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”ALEXANDRU IOAN CUZA”;",468,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:37:02",1154,1149,2,3,0,497,494,0,3,0,476,21,1262,765,135,54,46,10,10,18,140,18,45
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",768,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:43:20",1810,1800,3,5,2,830,823,0,5,2,805,20,2000,1172,246,85,80,11,24,71,200,20,68
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",766,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:06:29",1796,1788,3,5,0,721,716,0,5,0,700,21,1900,1179,195,76,63,5,26,94,165,21,55
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",764,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-12 00:31:54",1892,1877,8,7,0,831,824,0,7,0,804,26,2000,1170,236,90,64,15,35,71,202,27,64
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",767,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:35:11",1838,1812,15,11,0,675,664,0,11,0,656,14,2000,1330,176,68,52,7,37,76,168,16,56
47,"Sector 4","ŞCOALA GIMNAZIALĂ AVRAM IANCU",765,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:28:01",1670,1658,3,7,2,798,789,0,7,2,768,30,1800,1002,214,95,61,13,43,77,198,17,50
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",379,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:46:56",3241,3234,0,7,0,43,36,0,7,0,43,0,3611,3568,15,5,3,0,0,1,18,0,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",378,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 01:37:47",3213,3209,0,4,0,17,13,0,4,0,16,1,3580,3563,5,1,1,2,0,0,6,0,1
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",376,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 01:04:31",3264,3254,4,6,0,30,24,0,6,0,30,0,3630,3600,12,3,1,0,0,3,11,0,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",375,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:48:36",1709,1629,72,7,1,726,717,1,7,1,701,25,1793,1067,208,103,44,12,22,21,214,20,57
46,"Sector 3","ȘCOALA GIMNAZIALĂ ”BARBU DELAVRANCEA”",377,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-12 16:37:58",3066,3061,0,5,0,15,10,0,5,0,15,0,3425,3410,8,0,0,0,1,1,3,0,2
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",398,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:36:44",1226,1194,19,13,0,611,598,0,13,0,595,16,1324,713,173,76,57,18,20,32,161,15,43
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",394,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-14 03:00:15",1465,1426,32,7,0,710,703,0,7,0,691,19,1481,771,150,96,53,12,26,19,265,14,56
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",401,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 10:01:02",1423,1407,6,10,0,744,734,0,10,0,720,24,1569,825,178,96,63,14,20,17,262,8,62
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",397,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 22:54:50",1473,1438,20,15,0,723,708,0,15,0,703,20,1586,863,186,109,55,11,18,22,241,13,48
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",400,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:27:14",1397,1383,6,6,2,669,661,0,6,2,604,17,1519,850,186,74,51,0,17,23,236,17,0
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",399,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 22:22:17",1642,1598,30,14,0,777,762,1,14,0,756,12,1758,983,167,84,69,15,16,23,280,10,92
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",395,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:28:16",1505,1463,29,13,0,715,702,0,13,0,699,16,1609,894,165,88,52,9,18,24,264,17,62
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”CEZAR BOLLIAC”;",396,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 09:31:50",1418,1373,38,7,0,686,676,3,7,0,674,12,1515,829,178,132,56,6,19,17,195,18,53
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1184,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:26:52",1786,1776,2,8,0,683,675,0,8,0,669,14,1800,1117,166,98,62,12,36,43,175,16,61
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1182,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:57:37",1854,1846,3,5,0,735,729,1,5,0,706,18,1900,1166,178,111,67,11,18,53,196,16,56
49,"Sector 6","ŞCOALA GIMNAZIALĂ CONSTANTIN BRANCUSI",1183,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:15:06",1719,1692,7,10,10,717,697,0,10,10,700,17,1702,985,140,142,50,10,33,40,209,20,56
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1193,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:42:17",1304,1281,4,1,18,591,571,1,1,18,578,13,1300,709,141,92,40,13,23,45,170,16,38
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1197,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:15:19",897,887,6,4,0,447,442,1,4,0,428,19,902,455,118,57,35,12,17,29,114,20,26
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1192,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:39:17",1256,1243,5,8,0,595,587,0,8,0,578,16,1300,705,133,104,34,9,21,44,166,13,54
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1194,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:05:57",1117,1111,0,6,0,546,540,0,6,0,403,16,1100,552,128,78,32,8,19,27,110,0,1
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1196,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 01:42:37",862,859,0,2,1,402,399,0,2,1,391,11,900,498,91,66,31,7,11,28,125,11,21
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1191,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 10:04:54",1311,1298,5,8,0,597,588,1,8,0,566,24,1300,710,173,84,43,5,22,37,151,15,36
49,"Sector 6","ŞCOALA GIMNAZIALĂ ”CONSTANTIN BRÂNCUŞI”",1195,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:34:11",1473,1465,1,7,0,708,701,0,7,0,694,14,1500,792,193,136,43,12,29,79,144,18,40
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”ELENA VĂCĂRESCU”",99,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:41:11",1185,1126,52,6,1,456,449,0,6,1,443,9,1280,824,109,64,38,10,17,19,132,9,45
47,"Sector 4","ŞCOALA GIMNAZIALĂ EMIL RACOVIŢĂ",779,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 09:30:24",1801,1790,0,11,0,797,786,0,11,0,773,24,1900,1101,250,73,61,11,26,66,186,15,85
47,"Sector 4","ŞCOALA GIMNAZIALĂ EMIL RACOVIŢĂ",780,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-12 05:16:43",1534,1509,13,12,0,587,575,0,12,0,569,16,1700,1113,143,71,61,11,44,60,124,20,35
47,"Sector 4","ŞCOALA GIMNAZIALĂ EMIL RACOVIŢĂ",781,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:35:11",1482,1468,5,9,0,622,613,0,9,0,613,9,1600,978,186,55,52,7,41,63,146,19,44
47,"Sector 4","ŞCOALA GIMNAZIALĂ EMIL RACOVIŢĂ",778,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:01:42",1419,1410,1,8,0,619,611,0,8,0,608,11,1600,981,185,68,50,10,36,68,138,12,41
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",574,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 02:57:15",1199,1181,4,14,0,561,547,0,14,0,541,20,1299,738,151,59,42,13,30,17,169,12,48
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",569,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:29:45",1184,1166,5,13,0,467,454,0,13,0,456,9,1269,804,121,50,34,11,14,20,146,14,46
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",572,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:54:15",1728,1706,9,13,0,933,917,3,13,0,929,4,1882,949,219,98,56,18,22,29,340,27,120
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",575,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:45:07",1315,1307,2,6,0,532,526,0,6,0,514,18,1438,888,135,70,48,7,16,24,164,16,34
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",571,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:51:26",1163,1157,1,5,0,579,574,0,5,0,563,14,1280,703,171,71,29,9,20,30,154,19,60
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",570,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:21:22",991,978,5,8,0,544,536,0,8,0,529,15,1092,548,104,53,41,12,13,25,209,11,61
46,"Sector 3","ŞCOALA GIMNAZIALĂ ”FEDERICO GARCIA LORCA”;",573,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:08:33",1359,1340,10,9,0,631,622,0,9,0,609,22,1465,812,152,79,46,4,18,35,202,22,51
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",299,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 21:41:41",1829,1797,26,6,0,684,678,0,6,0,659,23,1900,1211,206,56,39,11,48,48,196,15,40
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",300,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:47:21",1332,1329,0,3,0,426,423,0,3,0,410,16,1600,1174,146,39,36,3,16,47,92,6,25
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",298,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:16:25",1117,1111,1,5,0,480,475,0,5,0,471,9,1292,812,116,33,16,0,9,83,0,211,3
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",297,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:15:22",1287,1263,17,7,0,571,564,0,7,0,551,19,1600,1030,155,58,55,9,15,34,176,8,41
45,"Sector 2","ŞCOALA GIMNAZIALĂ ”FERDINAND I” (FOSTA ȘCOALĂ NR. 64)",296,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:51:31",1427,1403,15,9,0,605,595,1,9,0,595,6,1600,999,130,53,19,2,22,75,3,291,0
44,"Sector 1","ŞCOALA GIMNAZIALĂ ”GEO BOGZA”",123,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:05:35",845,832,4,9,0,457,448,0,9,0,449,8,930,473,116,57,45,21,10,19,141,14,26
