precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL ALTERNATIVA DREAPTĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL REÎNNOIM PROIECTUL EUROPEAN AL ROMÂNIEI-voturi"
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",869,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:55:45",1753,1753,0,0,0,464,464,0,0,0,424,7,1900,1469,73,18,30,1,26,247,21,3,5
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",867,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:23:49",1755,1752,0,3,0,500,497,0,3,0,481,19,1900,1381,95,44,48,6,25,213,32,11,7
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",870,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:59:31",1206,1200,0,6,0,406,400,0,6,0,385,21,1300,894,110,15,41,1,24,151,26,5,12
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",868,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:34:57",1254,1253,0,1,0,379,378,0,1,0,353,26,1400,1021,76,30,29,1,16,167,21,3,10
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",871,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:42:10",1424,1420,0,4,0,553,549,0,4,0,512,41,1600,1047,116,31,44,10,46,213,36,10,6
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.136",872,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:01:11",1459,1453,3,3,0,512,509,0,3,0,495,6,1600,1099,110,32,38,3,18,240,30,7,17
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1223,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 01:52:22",1084,1075,2,7,0,406,399,0,7,0,399,7,1100,694,104,71,41,4,7,40,101,12,19
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1229,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:32:21",1354,1346,1,7,0,566,559,0,7,0,555,11,1400,834,163,88,66,8,25,40,119,18,28
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1224,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:49:27",1296,1276,13,7,0,542,535,0,7,0,533,9,1300,758,172,77,45,8,20,36,132,11,32
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1226,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:09:08",1452,1447,1,4,0,588,584,0,4,0,565,23,1500,912,151,85,58,10,23,68,120,12,38
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1227,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:06:29",1202,1187,9,6,0,491,485,0,6,0,474,17,1200,709,127,90,49,7,18,43,104,8,28
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1231,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:46:08",1361,1334,23,4,0,547,543,0,4,0,530,17,1300,753,130,92,50,3,27,38,136,15,39
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1225,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 19:20:29",1492,1477,6,9,0,700,691,0,9,0,681,14,1500,805,171,94,54,11,27,43,211,21,49
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1228,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:18:05",1618,1611,4,3,0,693,690,0,3,0,674,16,1600,900,209,103,54,14,33,56,134,19,52
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.142",1230,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 20:43:38",1217,1200,10,7,0,555,548,0,7,0,541,14,1200,645,177,87,33,6,30,30,117,23,38
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1038,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:30:09",1047,1036,2,9,0,431,422,0,9,0,416,15,1200,756,107,38,37,2,17,114,72,8,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1046,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:54:35",1129,1124,2,3,0,457,454,0,3,0,449,8,1200,743,112,36,29,7,13,103,112,12,25
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1037,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:57:56",1137,1127,2,8,0,499,491,0,8,0,483,16,1200,701,136,33,28,5,20,158,74,13,16
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1036,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:21:35",1008,1000,1,7,0,463,456,0,7,0,441,22,1100,637,103,37,35,3,18,138,79,4,24
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1048,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:44:49",1054,1048,2,4,0,408,404,0,4,0,398,10,1200,790,98,25,47,3,13,111,84,4,13
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1049,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:25:24",959,950,1,8,0,416,408,0,8,0,404,12,1122,706,104,28,29,6,11,121,90,4,11
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1041,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:47:17",1187,1176,4,7,0,502,495,0,7,0,479,23,1300,798,133,33,43,11,13,121,89,19,17
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1042,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:27:09",1003,996,3,4,0,456,452,0,4,0,443,13,1100,644,106,41,52,2,23,99,90,8,22
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1040,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:05:04",950,933,10,7,0,427,420,0,7,0,417,10,1100,673,119,35,22,7,12,107,91,10,14
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1044,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:48:06",1241,1232,3,6,0,556,550,0,6,0,540,16,1400,844,134,43,47,3,21,137,119,15,21
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1039,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:14:01",1042,1036,0,6,0,503,497,0,6,0,472,12,1200,685,124,27,53,7,12,130,90,4,25
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1047,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:46:56",896,892,0,4,0,398,394,0,4,0,387,11,1000,602,92,33,29,3,10,114,85,8,13
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1045,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:35:29",1044,1039,1,4,0,430,426,0,4,0,421,9,1200,770,96,52,33,7,19,82,98,11,23
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.143",1043,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:43:23",982,970,3,9,0,398,389,0,9,0,390,8,1100,702,79,40,31,4,15,73,110,8,30
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1035,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:50:16",1151,1143,1,7,0,553,546,0,7,0,538,15,1300,747,118,74,35,9,16,86,154,13,33
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1033,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:22:30",1852,1841,4,7,0,801,794,0,7,0,780,21,1900,1096,175,80,72,17,44,154,175,23,40
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1032,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:31:21",1539,1534,2,3,0,663,660,0,3,0,650,5,1600,945,143,78,58,15,30,102,182,8,34
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.144",1034,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:03:59",1685,1673,4,8,0,741,733,0,8,0,712,29,1800,1059,160,81,62,11,41,80,210,19,48
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",239,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:48:41",1624,1619,0,5,0,627,622,0,5,0,620,7,1700,1073,199,64,59,11,54,57,127,13,36
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",244,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:24:56",1474,1471,0,3,0,430,427,0,3,0,401,29,1600,1170,159,21,41,5,45,77,37,8,8
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",240,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:59:31",1693,1684,2,7,0,487,480,0,7,0,463,24,1900,1413,162,45,43,6,44,68,72,11,12
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",238,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:00:38",1540,1535,0,5,0,668,663,0,5,0,655,10,1700,1028,174,75,66,8,33,35,196,17,51
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",243,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:15:46",1677,1667,2,8,0,639,629,2,8,0,615,24,1800,1161,217,55,57,11,49,63,117,18,28
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",237,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:13:56",2122,2100,17,5,0,789,784,0,5,0,764,25,2300,1511,214,70,71,19,44,78,208,16,44
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",241,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 21:12:53",1495,1486,2,7,0,632,625,0,7,0,623,9,1700,1068,176,53,49,14,37,65,168,15,46
45,"Sector 2","ŞCOALA GIMNAZIALĂ NR. 145",242,"BUCUREŞTI SECTORUL 2",179150,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:00:47",1601,1583,15,3,0,667,664,0,3,0,651,16,1700,1033,182,73,53,16,42,56,167,14,48
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",602,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:06:06",1447,1430,2,15,0,667,652,0,15,0,645,22,1576,909,199,76,43,19,36,27,175,14,56
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",603,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:26:01",1981,1933,20,27,1,872,844,0,27,1,855,17,2103,1231,221,88,59,13,30,38,276,24,106
46,"Sector 3","ŞCOALA GIMNAZIALĂ NR.149;",604,"BUCUREŞTI SECTORUL 3",179169,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:49:49",1811,1789,14,8,0,776,768,0,8,0,761,15,1986,1210,220,81,67,18,35,39,210,24,67
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",991,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:36:25",641,631,0,10,0,300,290,0,10,0,296,4,700,400,44,54,23,9,11,22,103,6,24
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",992,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:00:36",677,655,9,13,0,327,312,2,13,0,320,7,800,466,67,46,31,5,8,14,116,5,28
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",994,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:23:46",653,632,12,9,0,323,314,0,9,0,311,12,700,377,54,48,28,11,9,19,108,5,29
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",995,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:35:40",655,644,4,7,0,323,316,0,7,0,314,9,800,477,49,48,23,6,8,17,117,6,40
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",993,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:37:34",702,687,13,0,2,345,342,1,0,2,329,16,800,455,85,45,21,7,8,12,125,2,24
48,"Sector 5","ȘCOALA GIMNAZIALĂ NR.150",996,"BUCUREŞTI SECTORUL 5",179187,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:51:32",740,723,10,7,0,370,362,1,7,0,363,7,800,430,51,55,19,8,14,15,173,5,23
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1284,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:36:27",1178,1174,0,4,0,374,370,0,4,0,358,16,1200,825,100,35,48,4,28,64,54,10,15
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1286,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:09:57",1081,1080,0,1,0,253,252,0,1,0,244,9,1100,847,69,30,31,5,21,44,30,6,8
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.153",1285,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:05:26",1552,1542,0,10,0,514,504,0,10,0,485,9,1600,1086,143,51,68,3,50,83,60,11,16
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.153",152,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:38:54",1458,1454,0,4,0,476,472,0,4,0,445,31,1620,1144,136,31,81,3,49,67,58,9,11
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1210,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:18:00",1482,1472,3,7,0,610,603,0,7,0,600,10,1500,890,145,100,45,4,26,40,172,18,50
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1204,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 11:41:55",1497,1491,0,6,0,676,670,0,6,0,657,19,1500,824,168,120,51,12,25,41,180,20,40
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1206,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:22:43",1579,1558,7,14,0,735,721,0,14,0,717,18,1617,864,171,118,44,19,16,28,250,25,46
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1211,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:25:16",1849,1810,20,19,0,818,799,0,19,0,801,5,1800,983,160,155,43,16,31,66,242,23,65
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1207,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 22:44:41",1902,1858,27,16,1,867,850,0,16,1,838,17,1900,1033,165,116,67,17,22,51,307,24,69
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1209,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:06:54",1391,1379,6,4,2,569,563,0,4,2,561,8,1400,831,140,88,56,13,16,32,152,16,48
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1202,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:07:38",1523,1507,9,7,0,672,665,0,7,0,648,24,1500,828,198,102,43,11,15,43,184,12,40
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1203,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:24:12",1727,1719,3,5,0,849,844,0,5,0,817,31,1700,852,175,147,70,24,24,50,243,20,64
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1205,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 08:47:02",1660,1656,0,4,0,797,793,0,4,0,774,19,1705,912,178,134,55,12,26,40,249,20,60
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.156",1208,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:31:33",1831,1807,18,6,0,780,774,0,6,0,757,23,1800,1020,190,98,54,17,29,64,230,31,44
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.161",1287,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:18:42",1494,1194,292,8,0,1494,1194,292,8,0,278,15,1200,111,86,23,39,5,22,48,32,14,9
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.162",1282,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:23:38",1072,1065,2,5,0,468,463,0,5,0,450,18,1098,630,116,50,42,11,28,56,111,13,23
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.162",139,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:12:48",1239,1233,1,5,0,505,500,0,5,0,490,15,1370,865,147,65,63,10,24,54,93,16,18
44,"Sector 1","ŞCOALA GIMNAZIALĂ NR.162",140,"BUCUREŞTI SECTORUL 1",179141,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 10:53:53",1559,1550,3,6,0,634,628,0,6,0,616,18,1710,1076,204,67,59,6,46,80,103,24,27
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.162",1283,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:54:54",1686,1677,0,9,0,665,656,0,9,0,648,17,1700,1035,163,92,61,15,36,74,151,20,36
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1265,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:13:18",1517,1510,7,0,0,658,657,1,0,0,641,17,1600,942,212,121,52,8,17,35,145,19,32
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1266,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:28:40",1439,1414,19,6,0,555,549,0,6,0,539,13,1400,848,138,79,43,11,27,38,154,14,35
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1268,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:06:44",1052,1042,2,8,0,430,422,0,8,0,411,19,1100,670,90,74,40,6,8,28,123,14,28
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1267,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:28:25",1153,1141,3,9,0,496,484,3,9,0,480,15,1200,291,128,71,22,6,17,39,144,20,33
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1269,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-11 15:02:35",1205,1199,6,0,0,501,501,0,0,0,482,19,1200,699,111,71,35,9,24,60,115,17,40
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1272,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:21:08",1186,1179,0,7,0,517,510,0,7,0,497,20,1200,683,150,73,50,10,27,90,60,19,18
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1270,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:11:48",1364,1354,0,10,0,575,565,0,10,0,563,12,1400,825,142,126,45,10,30,39,133,14,24
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.163",1271,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 01:33:58",1140,1114,22,4,0,440,436,0,4,0,427,13,1100,660,148,39,49,11,21,49,75,11,24
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1086,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:45:57",937,921,6,10,0,427,417,0,10,0,422,5,900,473,124,72,25,16,12,20,117,7,29
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1087,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:16:52",1072,1062,4,6,0,482,476,0,6,0,459,23,1100,618,116,73,40,16,23,27,114,11,39
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.164",1088,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:14:13",916,898,6,12,0,418,406,0,12,0,410,8,900,482,102,71,25,6,12,19,117,21,37
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",815,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:39:10",1732,1718,8,6,0,616,610,0,6,0,591,25,1900,1284,224,50,59,8,31,75,99,10,35
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",817,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 03:59:45",1737,1727,2,7,1,714,706,0,7,1,698,16,1900,1186,275,48,80,16,29,122,95,10,23
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",813,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:42:24",1732,1724,5,3,0,677,674,0,3,0,655,22,1900,1223,202,68,51,10,44,91,126,15,48
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",812,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:55:03",1653,1645,1,7,0,605,597,1,7,0,590,14,1800,1196,211,57,55,11,33,66,112,13,32
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",816,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:27:07",1557,1549,3,5,0,617,612,0,5,0,596,21,8500,7883,198,73,61,7,41,86,85,15,30
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",820,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:57:00",1701,1700,0,1,0,592,591,0,1,0,575,17,1900,1308,188,53,57,4,46,91,78,18,40
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",814,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 04:01:37",1653,1648,1,4,0,576,572,0,4,0,560,16,1800,1224,185,49,60,8,34,86,92,15,31
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",818,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:13:05",1845,1831,2,12,0,758,746,0,12,0,735,23,2000,1242,196,81,62,10,42,87,184,20,53
47,"Sector 4","ŞCOALA GIMNAZIALĂ NR. 165",819,"BUCUREŞTI SECTORUL 4",179178,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 07:26:30",1898,1888,5,5,0,738,733,0,5,0,700,38,2002,1264,204,75,72,13,48,95,132,17,44
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1274,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:48:53",1384,1371,4,9,0,530,521,0,9,0,497,18,1400,885,129,72,36,6,28,44,127,14,41
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1279,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:08:15",1002,994,0,8,0,429,421,0,8,0,410,19,1000,571,95,72,42,6,7,20,124,11,33
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1276,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 06:20:43",1021,1016,0,5,0,350,345,0,5,0,339,11,1000,650,96,52,29,6,12,30,86,6,22
49,"Sector 6","ŞCOALA GIMNAZIALĂ NR.167",1281,"BUCUREŞTI SECTORUL 6",179196,1,PROV,PRCNCT,CJ,CGMB_SV,"2024-06-10 05:38:23",1278,1269,1,6,2,536,528,0,6,2,525,11,1299,763,127,79,39,5,29,46,150,12,38
