precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENACHE AUREL-FLORIAN-PARTIDUL SOCIAL DEMOCRAT-voturi","MIHALACHE ADRIANA-GEORGIANA-PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
19,GIURGIU,"GRĂDINIŢA CU PROGRAM NORMAL GRĂDIŞTEA",103,COMANA,102106,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:06:23",1110,1043,0,19,48,693,626,0,19,48,671,22,1202,503,640,31
19,GIURGIU,"GRADINITA CU PROGRAM NORMAL NR. 1 BUDENI",101,COMANA,102106,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:44:06",623,577,0,28,18,380,334,0,28,18,365,15,651,271,356,9
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 1 VLAD-TEPES, CORP B",104,COMANA,102106,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:53:24",1273,1109,2,41,121,900,737,1,41,121,895,5,1351,451,892,3
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 1",99,COMANA,102106,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:16",822,736,3,26,57,570,486,1,26,57,556,14,869,299,543,13
19,GIURGIU,"ȘCOALA GIMNAZIALĂ NR. 3 COMANA SALA NR. 2",100,COMANA,102106,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:03",876,788,3,34,51,629,544,0,34,51,616,13,935,306,597,19
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 3 FALASTOACA",102,COMANA,102106,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:01:50",630,550,1,23,56,481,402,0,23,56,465,16,669,188,433,32
