precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOLDOVEANU VIOREL-PARTIDUL SOCIAL DEMOCRAT-voturi","OPREA VALENTIN-DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","GRĂJDAN VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","OLTEANU VASILE-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"ŞCOALA GIMNAZIALĂ ”DUMITRU N. CRISTEA” BEŞLII",275,MÂNZĂLEŞTI,47630,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:20:26",390,365,1,9,15,256,232,0,9,15,254,2,420,164,206,6,38,4
10,BUZĂU,"ŞCOALA GIMNAZIALĂ GURA BĂDICULUI",276,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:06:07",341,333,1,4,3,192,185,0,4,3,188,4,370,178,166,4,17,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ MÎNZĂLEŞTI",274,MÂNZĂLEŞTI,47630,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:38:59",585,563,0,6,16,384,363,0,6,15,375,9,643,259,321,22,29,3
10,BUZĂU,"ŞCOALA PRIMARĂ TRESTIOARA",277,MÂNZĂLEŞTI,47630,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:11:00",275,264,0,4,7,172,161,0,4,7,162,10,300,128,144,6,8,4
10,BUZĂU,"ŞCOALA PRIMARĂ VALEA COTOAREI",278,MÂNZĂLEŞTI,47630,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:33:02",172,163,0,8,1,106,97,0,8,1,104,2,180,74,85,4,12,3
