precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL PRO ROMÂNIA-voturi"
18,GALAŢI,"CENTRUL DE FORMARE PROFESIONALĂ",395,"SLOBOZIA CONACHI",77180,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:58:23",1237,1197,1,9,30,663,624,0,9,30,646,17,1350,687,224,41,340,41
18,GALAŢI,"ȘCOALA GIMNAZIALĂ NR. 1 SLOBOZIA CONACHI",394,"SLOBOZIA CONACHI",77180,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:42",1349,1288,0,10,51,786,725,0,10,51,769,17,1486,700,295,31,409,34
18,GALAŢI,"ȘCOALA PRIMARĂ NR. 1 IZVOARELE",396,"SLOBOZIA CONACHI",77180,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:50:33",794,755,3,2,34,461,424,1,2,34,458,3,876,415,53,70,332,3
