precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
34,SIBIU,"CĂMIN CULTURAL",248,BLĂJEL,144303,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:59:14",1442,1409,6,6,21,859,832,0,6,21,810,49,1580,721,47,274,60,419,10
34,SIBIU,"FOSTA ŞCOALĂ GENERALĂ",250,BLĂJEL,144303,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:57:26",68,57,1,7,3,47,37,0,7,3,46,1,73,26,1,28,0,15,2
34,SIBIU,"ŞCOALA GIMNAZIALĂ",249,BLĂJEL,144303,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:28:53",356,343,1,4,8,246,233,1,4,8,239,7,380,134,9,40,15,173,2
