precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANTONIE CRISTIANA-PARTIDUL SOCIAL DEMOCRAT-voturi","DINU AURICĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","KHENAFI MARIA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FLORESCU IONEL-CRISTIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
17,DOLJ,"CĂMINUL CULTURAL BISTREȚ",244,BISTREŢ,70897,1,PROV,PRCNCT,P,P_SV,"2024-06-10 09:39:47",1054,1010,0,29,15,607,563,0,29,15,578,29,1129,522,257,290,13,18
17,DOLJ,"GRĂDINIȚA BISTRETU NOU",246,BISTREŢ,70897,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:39:34",628,594,0,28,6,304,270,0,28,6,275,29,700,396,195,73,6,1
17,DOLJ,"ȘCOALA GIMNAZIALĂ BISTREȚ",245,BISTREŢ,70897,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:04:39",832,779,0,43,10,470,417,0,43,10,455,15,800,330,242,200,3,10
17,DOLJ,"ȘCOALA PRIMARĂ PLOSCA",247,BISTREŢ,70897,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:24:45",692,645,1,25,21,436,390,0,25,21,415,21,700,264,198,208,3,6
