precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"CĂMINUL CULTURAL „IZVORUL”",278,"ROŞIA DE AMARADIA",81497,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:06:26",1135,1102,0,12,21,747,714,0,12,21,735,12,1200,453,162,471,24,78
20,GORJ,"GRĂDINIȚA ȘITOAIA",281,"ROŞIA DE AMARADIA",81497,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:20:38",286,274,0,5,7,170,158,0,5,7,167,3,300,130,23,130,2,12
20,GORJ,"ŞCOALA PRIMARĂ RUGET",279,"ROŞIA DE AMARADIA",81497,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:31:19",464,454,0,6,4,266,256,0,6,4,258,8,500,234,27,216,7,8
20,GORJ,"ŞCOALA PRIMARĂ SECIURILE",280,"ROŞIA DE AMARADIA",81497,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:39:22",582,570,0,5,7,382,370,0,5,7,364,6,644,274,59,263,21,21
