precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR. 1 ISTRIA",462,ISTRIA,62020,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:27:30",1075,1052,0,11,12,640,617,0,11,12,620,20,1154,514,134,57,429
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ NR. 2 NUNTAȘI",463,ISTRIA,62020,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:28",869,861,1,3,4,560,553,0,3,4,536,24,948,388,130,46,360
