precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRISTEA DORIN-VASILE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PRUNDAR GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","STOICA NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","TIMARU IOAN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL CRASNA",191,"SITA BUZĂULUI",63688,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:13:01",451,451,0,0,0,248,248,0,0,0,237,11,500,252,75,36,125,1
15,COVASNA,"GRĂDINIȚA CU PROGRAM NORMAL NR.3 SITA BUZĂULUI",190,"SITA BUZĂULUI",63688,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:11:32",873,870,0,1,2,512,509,0,1,2,494,18,1000,488,34,86,364,10
15,COVASNA,"PRIMĂRIA SITA BUZĂULUI",188,"SITA BUZĂULUI",63688,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:25:05",1223,1212,0,8,3,730,719,0,8,3,714,16,1284,554,62,233,413,6
15,COVASNA,"ŞCOALA GIMNAZIALĂ NR.2 SITA BUZĂULUI",189,"SITA BUZĂULUI",63688,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:32:48",830,817,5,6,2,442,433,1,6,2,429,13,900,458,24,79,320,6
15,COVASNA,"ŞCOALA GIMNAZIALĂ ZĂBRĂTĂU",192,"SITA BUZĂULUI",63688,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:33:34",437,430,0,6,1,261,254,0,6,1,256,5,500,239,24,41,178,13
