precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi","PARTIDUL PRO ROMÂNIA-voturi","FORȚA DREPTEI-voturi"
35,SUCEAVA,"CENTRUL CULTURAL- CASA DE CULTURĂ",156,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:09:48",1977,1961,2,12,2,823,809,0,12,2,798,25,1978,1155,76,70,328,215,39,11,15,44
35,SUCEAVA,"COLEGIUL” ALEXANDRU CEL BUN” CORPUL A",161,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:48:32",1751,1746,0,4,1,744,739,0,4,1,711,33,1926,1182,63,38,269,248,31,0,28,34
35,SUCEAVA,"COLEGIUL ”ALEXANDRU CEL BUN” CORPUL B",158,"ORAŞ GURA HUMORULUI",146584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:54:30",1953,1932,7,8,6,932,918,0,8,6,893,25,2158,1240,105,83,365,236,26,7,20,51
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL ”PINOCHIO”",157,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:26:22",1557,1553,1,0,3,642,638,1,0,3,634,8,1711,1069,73,39,251,189,38,6,8,30
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL VORONET",164,"ORAŞ GURA HUMORULUI",146584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:19:54",702,693,0,9,0,387,378,0,9,0,353,14,832,457,38,21,167,69,11,5,18,24
35,SUCEAVA,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”CĂSUȚA PITICILOR”- CORP B",163,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 06:38:31",1057,1045,0,12,0,476,464,0,12,0,445,31,1147,671,98,24,110,156,22,4,13,18
35,SUCEAVA,"SCOALA GIMNAZIALA NR.1",159,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 08:36:23",1954,1917,2,6,29,845,810,0,6,29,822,23,2114,1269,84,67,353,212,30,19,19,38
35,SUCEAVA,"SCOALA GIMNAZIALA ”PETRU COMARNESCU” CORP C",160,"ORAŞ GURA HUMORULUI",146584,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:37:24",1692,1680,3,8,1,694,685,0,8,1,668,26,1853,1159,46,51,328,179,30,9,8,17
35,SUCEAVA,"SCOALA GIMNAZIALA ”TEODOR BALAN”",162,"ORAŞ GURA HUMORULUI",146584,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 09:12:07",1712,1702,4,3,3,818,812,0,3,3,789,28,1877,1060,67,62,348,224,23,13,17,35
