precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"CRÎSTA DANIEL-COSMIN-PARTIDUL SOCIAL DEMOCRAT-voturi","ABRUDEAN TEODORA-FELICIA-PARTIDUL NAȚIONAL LIBERAL-voturi","CRIŞAN DENIS-CRISTIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
2,ARAD,"CĂMINUL CULTURAL BOCSIG",213,BOCSIG,10195,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:35:20",1519,1488,0,9,22,977,946,0,9,22,937,31,1600,630,284,505,148
2,ARAD,"CĂMINUL CULTURAL MÂNERĂU",215,BOCSIG,10195,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:55:27",269,263,0,3,3,181,175,0,3,3,171,7,358,180,31,119,21
2,ARAD,"ȘCOALA PRIMARĂ BOCSIG CARTIER",214,BOCSIG,10195,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:00",196,190,0,4,2,196,190,0,4,2,192,4,367,171,79,79,34
2,ARAD,"ŞCOALA PRIMARĂ RĂPSIG",216,BOCSIG,10195,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:51:03",564,553,0,0,11,362,351,0,0,11,349,13,593,230,117,196,36
