precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"GRIGORAŞ ADRIAN-UNIUNEA SALVAȚI ROMÂNIA-voturi","LUNCAŞU CIPRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","DRILEA VALENTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BUREA DUMITRU-FORȚA DREPTEI-voturi","CIOBOTARU BOGDAN-GEORGE-PARTIDUL MIȘCAREA POPULARĂ-voturi","RUSU COSTEL-voturi","SECIU COSTEL-voturi"
41,VRANCEA,"GRADINITA SPERIETI",216,MOVILIŢA,176793,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:59:57",392,386,0,3,3,204,198,0,3,3,185,13,433,235,66,9,12,24,0,8,66
41,VRANCEA,"SCOALA NR.1",218,MOVILIŢA,176793,1,PROV,PRCNCT,P,P_SV,"2024-06-10 08:04:34",709,702,0,4,3,354,347,0,4,3,340,14,799,445,145,11,24,14,33,12,101
41,VRANCEA,"SCOALA NR.2",217,MOVILIŢA,176793,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:45:27",623,615,0,2,6,329,321,0,2,6,313,16,671,342,126,11,37,12,11,11,105
41,VRANCEA,"SCOALA PRIMARA DIOCHETI-REDIU",219,MOVILIŢA,176793,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:18:06",561,550,0,9,2,302,291,0,9,2,278,22,605,303,44,6,7,180,4,5,32
41,VRANCEA,"SCOALA PRIMARA FRECATEI",220,MOVILIŢA,176793,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:23:09",411,403,0,8,0,178,170,0,8,0,160,18,441,263,52,7,19,12,7,8,55
41,VRANCEA,"SCOALA PRIMARA TROTUSANU",221,MOVILIŢA,176793,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:39:03",378,365,0,9,4,227,214,0,9,4,216,11,404,177,45,7,104,5,5,3,47
