precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SIMA HRISTACHE-PARTIDUL SOCIAL DEMOCRAT-voturi","MELINTE MIHĂIŢĂ-PARTIDUL NAȚIONAL LIBERAL-voturi","VOICU GABRIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BUZDUGAN MIHAI-UNIUNEA SALVAȚI ROMÂNIA-voturi","BOSNEA DUMITRU-ALIANȚA ETOCRATĂ PENTRU REFORMĂ-voturi"
39,VASLUI,"CĂMIN CULTURAL COZMEȘTI",257,COZMEŞTI,167277,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:54:13",226,224,0,2,0,110,108,0,2,0,104,6,300,190,69,5,28,2,0
39,VASLUI,"ŞCOALA GIMNAZIALÃ ” CEZAR BOTEZ ” FÂSTÂCI",258,COZMEŞTI,167277,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:05:04",269,263,0,5,1,138,132,0,5,1,129,9,300,162,85,11,15,14,4
39,VASLUI,"ŞCOALA PRIMARÃ BÃLEŞTI",256,COZMEŞTI,167277,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:36:30",583,582,0,1,0,302,301,0,1,0,287,15,600,298,121,11,143,10,2
39,VASLUI,"ŞCOALA PRIMARÃ FÂSTÂCI",259,COZMEŞTI,167277,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:44:55",593,586,0,7,0,316,309,0,7,0,298,18,625,309,209,30,24,27,8
