precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ANTĂLUŢ PETRE-PARTIDUL NAȚIONAL LIBERAL-voturi","BĂLTEANU LEON-PARTIDUL SOCIAL DEMOCRAT-voturi","REDIU GABRIEL-UNIUNEA SALVAȚI ROMÂNIA-voturi","GHERCĂ CLAUDIU-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IACOB SEBASTIAN-PARTIDUL PRO ROMÂNIA-voturi","PĂULEŢ FELIX-PARTIDUL MIȘCAREA POPULARĂ-voturi","BURSUC ALOIS-PARTIDUL VERDE-voturi"
24,IAŞI,"ŞCOALA GIMNAZIALĂ IUGANI - ŞCOALA NOUĂ",537,MIRCEŞTI,97811,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:56:16",1352,1342,0,5,5,734,724,0,5,5,714,20,1500,766,201,287,111,100,1,13,1
24,IAŞI,"ŞCOALA GIMNAZIALĂ IUGANI - ŞCOALA NOUĂ",538,MIRCEŞTI,97811,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:05:39",526,517,0,4,5,281,272,0,4,5,266,15,600,319,83,98,29,46,1,6,3
24,IAŞI,"ŞCOALA GIMNAZIALA VASILE ALECSANDRI MIRCESTI",536,MIRCEŞTI,97811,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:50:43",1238,1234,0,1,3,628,624,0,1,3,619,9,1300,672,124,275,22,118,6,5,69
