precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DOBRE CRISTIAN-CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","OPREA CICI-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","MIRCEA MARIAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"ŞCOALA GENERALĂ CRUŞOVU",139,BRASTAVĂŢU,125962,3,PART,PRCNCT,P,P_SV,"2024-06-10 21:53:31",890,845,1,6,38,528,484,0,6,38,509,19,954,426,242,228,39
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",138,BRASTAVĂŢU,125962,3,PART,PRCNCT,P,P_SV,"2024-06-10 20:45:45",1449,1335,0,27,87,833,719,0,27,87,813,20,1461,628,257,544,12
30,OLT,"ŞCOALA GENERALĂ CU CLASELE I-VIII BRASTAVĂŢU",137,BRASTAVĂŢU,125962,2,PART,PRCNCT,P,P_SV,"2024-06-10 12:07:29",1300,1203,2,24,71,773,676,2,24,71,751,22,1341,568,237,504,10
