precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MIHUŢ IONUŢ-GABRIEL-voturi"
13,CLUJ,"CĂMIN CULTURAL BĂLCEŞTI",339,BELIŞ,56014,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:12:34",131,125,0,6,0,86,80,0,6,0,83,3,139,53,10,25,28,15,5,0
13,CLUJ,"MAGAZINUL SǍTESC",341,BELIŞ,56014,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:06:42",111,104,0,7,0,82,77,0,5,0,80,2,114,32,22,35,14,0,8,1
13,CLUJ,"PRIMĂRIA BELIŞ",338,BELIŞ,56014,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:11:19",478,465,0,8,5,332,319,0,8,5,320,12,530,198,87,77,87,4,52,13
13,CLUJ,"ŞCOALA PRIMARĂ DEALU BOTII",340,BELIŞ,56014,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:52:26",61,52,0,9,0,42,33,0,9,0,41,1,56,14,13,6,14,5,2,1
13,CLUJ,"ŞCOALA PRIMARǍ POIANA HOREA",342,BELIŞ,56014,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:19:50",254,242,1,5,6,196,184,1,5,6,182,12,280,86,39,64,56,8,14,1
13,CLUJ,"ŞCOALA PRIMARĂ SMIDA",343,BELIŞ,56014,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:03:30",47,39,0,8,0,26,18,0,8,0,24,2,44,18,3,15,4,0,1,1
