precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"IANCU ADRIAN-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","RĂDUCU STAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TUFAN DUMITRU-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi"
36,TELEORMAN,"CĂMINUL CULTURAL RĂDULEŞTI",154,CREVENICU,151932,2,PART,PRCNCT,P,P_SV,"2024-06-13 19:27:48",427,395,0,13,19,306,274,0,13,19,292,14,430,124,233,55,4
36,TELEORMAN,"GRĂDINIŢA CU PROGRAM NORMAL NR. 1 CREVENICU",153,CREVENICU,151932,2,PART,PRCNCT,P,P_SV,"2024-06-13 19:25:35",733,636,0,48,49,561,464,0,48,49,551,10,699,138,392,150,9
