precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TAUS SORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","CÎŞLARU NICOLETA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TICAN NICOLAE-COSMIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
8,BRAŞOV,"CĂMINUL CULTURAL FELDIOARA",342,FELDIOARA,40955,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:08:23",1740,1733,0,5,2,822,815,0,5,2,803,19,1842,1020,670,99,34
8,BRAŞOV,"CĂMINUL CULTURAL RECONSTRUCŢIA",345,FELDIOARA,40955,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:03:14",611,601,0,8,2,361,351,0,8,2,337,14,700,349,250,72,15
8,BRAŞOV,"CĂMINUL CULTURAL ROTBAV",346,FELDIOARA,40955,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:44:15",1134,1119,3,6,6,653,641,0,6,6,621,32,1300,647,486,50,85
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",343,FELDIOARA,40955,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:28",1369,1358,0,8,3,836,825,0,8,3,794,42,1500,664,613,139,42
8,BRAŞOV,"LICEUL TEORETIC PETRU RAREȘ FELDIOARA",344,FELDIOARA,40955,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:52:27",1214,1208,0,2,4,662,656,0,2,4,543,119,1300,638,430,75,38
