precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"SPERMEZAN RADU-GHEORGHE-PARTIDUL SOCIAL DEMOCRAT-voturi","DANCI ADRIAN-BOGDAN-PARTIDUL NAȚIONAL LIBERAL-voturi","BOLBOS IOAN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ CRISTEŞTII CICEULUI",303,URIU,35269,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:40:34",1011,979,1,14,17,581,550,0,14,17,564,17,1090,509,162,380,22
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ HĂŞMAŞU CICEULUI",304,URIU,35269,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:45:18",181,173,0,8,0,117,109,0,8,0,113,4,190,73,40,69,4
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ ILIŞUA",305,URIU,35269,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:37:00",626,599,0,12,15,386,359,0,12,15,380,6,657,271,136,231,13
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GENERALĂ URIU",302,URIU,35269,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:20:44",1347,1276,1,33,37,896,826,0,33,37,870,26,1402,506,197,655,18
