precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"TULBURE GABRIELA-FLORICA-PARTIDUL SOCIAL DEMOCRAT-voturi","LUCA MARIUS-ROMULUS-PARTIDUL NAȚIONAL LIBERAL-voturi","SZÉKELY ISTVÁN-GÁBOR-UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi"
26,MARAMUREŞ,"CASA DE CULTURĂ",158,"ORAŞ SEINI",108963,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:36:49",1750,1711,7,5,27,856,824,0,5,27,819,37,2000,1144,664,118,37
26,MARAMUREŞ,"GRĂDINIȚA PROGRAM PRELUNGIT NR. 4",160,"ORAŞ SEINI",108963,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:25:39",1911,1871,5,13,22,911,876,1,13,21,883,28,2067,1156,594,113,176
26,MARAMUREŞ,"SALA MULTIFUNCŢIONALĂ VIILE APEI",163,"ORAŞ SEINI",108963,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:59:59",574,558,4,6,6,341,329,0,6,6,332,7,645,306,262,22,48
26,MARAMUREŞ,ŞCOALA,162,"ORAŞ SEINI",108963,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:10",704,686,2,10,6,382,366,0,10,6,366,16,800,418,325,36,5
26,MARAMUREŞ,"ŞCOALA GENERALĂ NR. 1",159,"ORAŞ SEINI",108963,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:02",1763,1715,6,17,25,916,874,0,17,25,855,61,2000,1084,691,102,62
26,MARAMUREŞ,"ŞCOALA MAGHIARĂ",161,"ORAŞ SEINI",108963,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:50",1317,1290,2,12,13,654,629,0,12,13,626,28,1288,634,483,77,66
