precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DUMITRU CONSTANTIN-PARTIDUL NAȚIONAL LIBERAL-voturi","STATE MARIAN-PARTIDUL VOLT ROMANIA-voturi"
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",114,FLOREŞTI-STOENEŞTI,102794,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:19",1136,1121,0,11,4,537,522,0,11,4,528,9,1236,699,354,174
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",116,FLOREŞTI-STOENEŞTI,102794,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:09:47",1156,1150,0,5,1,537,531,0,5,1,518,19,1270,733,330,188
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.1 FLOREŞTI",115,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:33:37",996,993,0,0,3,413,410,0,0,3,392,21,1098,685,271,121
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.2 STOENEŞTI",119,FLOREŞTI-STOENEŞTI,102794,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:00:41",1580,1573,0,6,1,684,677,0,6,1,659,25,1743,1059,583,76
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",118,FLOREŞTI-STOENEŞTI,102794,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:42:36",972,958,1,8,5,566,553,0,8,5,546,20,1057,491,492,54
19,GIURGIU,"ŞCOALA GIMNAZIALĂ NR.3 PALANCA",117,FLOREŞTI-STOENEŞTI,102794,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:24:26",1167,1149,0,9,9,695,677,0,9,9,684,11,1283,588,637,47
