precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
18,GALAŢI,"GRĂDINIȚA CU PROGRAM NORMAL NR.1",419,ŢEPU,77377,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:53:38",799,728,0,46,25,609,538,0,46,25,588,21,800,191,62,65,310,151
18,GALAŢI,"SCOALA GIMNAZIALĂ TUDOR PAMFILE",418,ŢEPU,77377,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:08",1152,1074,0,49,29,805,727,0,49,29,777,28,1282,477,97,42,349,289
