precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
19,GIURGIU,"CĂMINUL CULTURAL",96,COLIBAŞI,102071,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:06:54",826,795,0,6,25,642,612,0,6,24,629,13,909,267,100,516,13
19,GIURGIU,"ŞCOALA GIMNAZIALA NR. 2 CÂMPURELU",98,COLIBAŞI,102071,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:28:47",1045,993,0,4,48,655,603,0,4,48,629,26,1147,492,105,513,11
19,GIURGIU,"ŞCOALA PRIMARA NR. 3 COLIBAŞI",97,COLIBAŞI,102071,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:01:46",691,646,1,17,27,539,495,0,17,27,528,11,741,202,237,286,5
