precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","FORȚA DREPTEI-voturi","ELEKES ALEXANDRU-voturi"
32,"SATU MARE","CĂMINUL CULTURAL",170,CĂUAŞ,137292,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:25:03",134,124,0,7,3,95,85,0,7,3,90,5,140,45,70,6,5,3,4,0,2
32,"SATU MARE","CĂMINUL CULTURAL",167,CĂUAŞ,137292,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:39:28",108,98,0,10,0,58,48,0,10,0,58,0,110,52,11,12,10,19,4,1,1
32,"SATU MARE","CĂMINUL CULTURAL",168,CĂUAŞ,137292,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:22:37",1036,1009,1,3,23,671,645,0,3,23,652,19,1094,423,89,18,70,434,7,27,7
32,"SATU MARE","CASĂ DE LOCUIT",171,CĂUAŞ,137292,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:27:10",95,86,0,9,0,47,38,0,9,0,43,4,100,53,10,22,5,2,3,0,1
32,"SATU MARE","ȘCOALA GENERALĂ",169,CĂUAŞ,137292,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:58:56",78,68,0,9,1,44,34,0,9,1,40,4,100,56,17,6,9,3,5,0,0
32,"SATU MARE","ȘCOALA GIMNAZIALĂ",166,CĂUAŞ,137292,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:21:19",574,566,1,6,1,375,367,1,6,1,357,18,600,225,159,27,128,8,30,4,1
