precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SCOALA CU CLASELE I-VIII NR.1 TODIRESTI CORP A",699,TODIREŞTI,99539,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:00:25",994,987,0,2,5,477,470,0,2,5,442,28,1100,630,240,35,124,43
24,IAŞI,"ȘCOALA CU CLASELE I-VIII NR.1 TODIREȘTI CORP A",701,TODIREŞTI,99539,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:57",1200,1190,0,4,6,566,556,0,4,6,551,15,1204,638,323,74,115,39
24,IAŞI,"SCOALA PRIMARA BAICENI",702,TODIREŞTI,99539,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 02:12:40",260,251,0,6,3,151,142,0,6,3,143,8,300,149,117,2,9,15
24,IAŞI,"SCOALA PRIMARA NR.2 TODIRESTI",700,TODIREŞTI,99539,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 05:21:17",1074,1066,0,5,3,564,556,0,5,3,541,23,1200,636,339,42,78,82
24,IAŞI,"ȘCOALA PRIMARĂ STROIEȘTI",703,TODIREŞTI,99539,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:22:30",307,302,0,5,0,152,147,0,5,0,146,6,400,248,81,5,17,43
