precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi"
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL BIDIU",176,MATEI,33658,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:01:59",142,133,0,4,5,95,86,0,4,5,82,8,140,50,4,1,49,24,2,2
6,BISTRIŢA-NĂSĂUD,"GRĂDINIŢA ENCIU",178,MATEI,33658,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:55:20",92,84,0,4,4,92,84,0,4,4,82,10,150,58,1,2,23,50,5,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ CORVINEŞTI",177,MATEI,33658,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:47:44",499,478,0,4,17,332,311,0,4,17,318,14,550,218,16,6,122,137,36,1
6,BISTRIŢA-NĂSĂUD,"ŞCOALA GIMNAZIALĂ MATEI",175,MATEI,33658,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 01:59:03",564,556,0,2,6,426,418,0,2,6,400,26,600,174,2,223,107,61,7,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ FÎNTÎNELE",179,MATEI,33658,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:32:14",462,432,1,16,13,344,315,0,16,13,328,16,466,122,5,91,173,51,8,0
6,BISTRIŢA-NĂSĂUD,"ŞCOALA PRIMARĂ MORUŢ",180,MATEI,33658,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:35:07",160,151,0,7,2,96,87,0,7,2,89,7,160,64,4,3,62,19,1,0
