precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL LEGE EDUCAȚIE UNITATE-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
35,SUCEAVA,"CĂMIN CULTURAL CAJVANA",137,"ORAŞ CAJVANA",147633,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:03:37",1906,1899,1,2,4,808,802,0,2,4,783,25,2155,1347,112,373,118,53,127
35,SUCEAVA,"GRADINITA CU PROGRAM NORMAL CAJVANA",140,"ORAŞ CAJVANA",147633,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:54:35",1538,1534,0,0,4,630,626,0,0,4,603,27,1600,970,95,246,75,26,161
35,SUCEAVA,"LICEUL TEHNOLOGIC CAJVANA",138,"ORAŞ CAJVANA",147633,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:03:42",1972,1962,0,2,8,835,825,0,2,8,807,28,2000,1165,136,349,132,44,146
35,SUCEAVA,"LICEUL TEHNOLOGIC CAJVANA",139,"ORAŞ CAJVANA",147633,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:15:10",1827,1821,0,0,6,724,718,0,0,6,697,27,2200,1476,115,245,129,50,158
