precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LALA ION-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SCHELL ROBERT ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","DULCEA DUMITRU-EUGEN-PARTIDUL SOCIAL DEMOCRAT-voturi","DANEŞ ELVIRA-MARIA-BLOCUL SUVERANIST ROMÂN-voturi"
40,VÂLCEA,"CĂMINUL CULTURAL CĂLINEŞTI",135,"ORAŞ BREZOI",167794,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:21:51",538,529,0,9,0,304,295,0,9,0,296,8,580,276,3,54,237,2
40,VÂLCEA,"CĂMINUL CULTURAL PĂSCOAIA",136,"ORAŞ BREZOI",167794,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:04:59",170,162,1,7,0,113,106,0,7,0,110,3,180,67,1,88,19,2
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM NORMAL NR.1- PARTER",132,"ORAŞ BREZOI",167794,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:29:38",983,976,1,6,0,357,351,0,6,0,349,8,1080,723,8,189,143,9
40,VÂLCEA,"GRĂDINIȚA CU PROGRAM PRELUNGIT",133,"ORAŞ BREZOI",167794,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:48:37",943,939,0,4,0,943,939,0,4,0,358,16,1040,666,21,209,115,13
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 1 BREZOI",134,"ORAŞ BREZOI",167794,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:53:06",1442,1424,6,12,0,644,632,0,12,0,600,44,1570,926,31,375,184,10
40,VÂLCEA,"ȘCOALA CU CLASELE I-IV NR. 2 BREZOI",131,"ORAŞ BREZOI",167794,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:27:29",1105,1084,1,12,8,585,565,0,12,8,568,17,1200,615,12,385,150,21
40,VÂLCEA,"ŞCOALA CU CLASELE I-VIII VALEA LUI STAN",137,"ORAŞ BREZOI",167794,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:34:36",510,503,1,6,0,307,301,0,6,0,280,27,550,243,8,239,30,3
