precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RADU VASILE-PARTIDUL NAȚIONAL LIBERAL-voturi","ROTARU GEORGE-PARTIDUL SOCIAL DEMOCRAT-voturi","SIMION ANDREI-MIRCEA-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","BANU DRAGOŞ-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
16,DÂMBOVIŢA,"CĂMINUL CULTURAL ”IZVOR DE APĂ VIE”",431,VULCANA-PANDELE,179640,2,PART,PRCNCT,P,P_SV,"2024-06-10 08:37:53",1233,1226,2,1,4,635,630,0,1,4,606,29,1371,736,128,366,62,50
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL, VULCANA-PANDELE",432,VULCANA-PANDELE,179640,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:05:41",1212,1201,2,5,4,459,449,1,5,4,439,20,1320,861,64,271,45,59
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GURA VULCANEI",434,VULCANA-PANDELE,179640,2,PART,PRCNCT,P,P_SV,"2024-06-10 07:47:58",812,807,0,5,0,415,410,0,5,0,410,5,890,475,70,271,45,24
16,DÂMBOVIŢA,"ȘCOALA GIMNAZIALĂ GURA VULCANEI",433,VULCANA-PANDELE,179640,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:44:37",908,893,2,5,8,482,468,1,5,8,474,8,980,498,62,355,13,44
