precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"DICU ION-PARTIDUL SOCIAL DEMOCRAT-voturi","POPOVICIU IOANA-PARTIDUL NAȚIONAL LIBERAL-voturi"
16,DÂMBOVIŢA,"GRĂDINIȚA CU PROGRAM NORMAL ”VĂCĂRESCU NATALIA”",338,PIETROŞIŢA,68404,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:26:07",833,829,0,4,0,506,502,0,4,0,496,10,910,404,332,164
16,DÂMBOVIŢA,"GRĂDINIŢA PIETROŞIŢA,NR 327 B",337,PIETROŞIŢA,68404,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:55:48",821,819,1,1,0,456,455,0,1,0,438,18,910,454,361,77
16,DÂMBOVIŢA,"GRĂDINIŢA PIETROŞIŢA,NR.327 B",336,PIETROŞIŢA,68404,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:54:51",845,840,0,4,1,440,435,0,4,1,422,18,930,490,333,89
