precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"LUCULESCU CONSTANTIN-ILIE-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SPERIATU MARIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","VIZANTIE CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi"
30,OLT,"CAMIN C ULTURAL",320,STREJEŞTI,129139,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:21:01",420,395,4,18,3,307,286,0,18,3,303,4,435,128,5,241,57
30,OLT,"SCOALA GIMNAZIALA",321,STREJEŞTI,129139,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:45:13",1332,1251,1,65,15,1024,944,0,65,15,999,25,1372,348,18,520,461
30,OLT,"ȘCOALA GIMNAZIALĂ STREJEȘTI",319,STREJEŞTI,129139,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:26:01",804,785,0,19,0,548,529,0,19,0,527,21,860,312,5,291,231
