precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MIJAICHE ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","TRANCOTĂ DANIELA-PARTIDUL NAȚIONAL LIBERAL-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL OREVIŢA MARE",94,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,P,P_SV,"2024-06-10 05:00:58",614,575,3,18,18,395,357,3,18,17,392,3,659,255,220,172
27,MEHEDINŢI,"GRADINIŢA BUCURA",92,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:22:08",300,283,0,11,6,230,213,0,11,6,207,6,313,100,145,62
27,MEHEDINŢI,"LICEUL TEORETIC VÎNJU MARE",90,"ORAŞ VÂNJU MARE",110232,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:09:42",1210,1162,1,27,20,631,584,0,27,20,611,20,1278,647,415,196
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-IV NICOLAE BĂLCESCU",93,"ORAŞ VÂNJU MARE",110232,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:32",610,585,1,16,8,382,357,1,16,8,372,10,652,270,193,179
27,MEHEDINŢI,"ŞCOALA GENERALĂ I-VIII VÎNJU MARE",91,"ORAŞ VÂNJU MARE",110232,1,PROV,PRCNCT,P,P_SV,"2024-06-10 07:31:21",1647,1582,3,22,40,830,792,1,22,15,804,26,1758,928,546,258
27,MEHEDINŢI,"ŞCOALA GIMNAZIALĂ VÎNJU MARE, GRĂDINIŢA CU PROGRAM NORMAL TRAIAN",95,"ORAŞ VÂNJU MARE",110232,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:00:49",500,472,1,19,8,277,250,0,19,8,269,8,544,267,155,114
