precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RĂDUCANU DANIEL-PARTIDUL NAȚIONAL LIBERAL-voturi","BOLESC ACXENTE-VLADIMIR-PARTIDUL SOCIAL DEMOCRAT-voturi"
22,HUNEDOARA,"SCOALA PRIMARĂ BARU",267,BARU,87996,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:05:37",1641,1581,3,16,41,1047,989,1,16,41,1016,31,1706,659,761,255
22,HUNEDOARA,"SCOALA PRIMARĂ LIVADIA",268,BARU,87996,2,PART,PRCNCT,P,P_SV,"2024-06-10 05:19:47",556,520,1,5,30,351,316,1,5,29,344,7,600,249,300,44
22,HUNEDOARA,"SCOALA PRIMARĂ VALEA LUPULUI",269,BARU,87996,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:17:33",174,158,0,11,5,121,105,0,11,5,120,1,180,59,111,9
