precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL UMANIST SOCIAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ HITIAŞ",527,RACOVIŢA,158243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:51:06",723,650,0,48,25,543,470,0,48,25,528,15,700,157,15,122,232,15,99,45
37,TIMIŞ,"ŞCOALA GIMNAZIALĂ RACOVIŢA",523,RACOVIŢA,158243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:41:47",687,598,2,55,32,537,450,0,55,32,519,18,700,163,62,267,172,2,15,1
37,TIMIŞ,"ŞCOALA PRIMARĂ CĂPĂT",524,RACOVIŢA,158243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:50",215,182,1,25,7,159,127,0,25,7,155,4,200,41,5,83,49,0,10,8
37,TIMIŞ,"ŞCOALA PRIMARĂ DRĂGOIEȘTI",525,RACOVIŢA,158243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:18:48",385,338,0,28,19,255,208,0,28,19,243,12,382,127,38,99,71,1,22,12
37,TIMIŞ,"ŞCOALA PRIMARĂ FICĂTAR",526,RACOVIŢA,158243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:55:00",311,274,0,26,11,221,184,0,26,11,211,10,350,129,14,96,83,2,15,1
37,TIMIŞ,"ŞCOALA PRIMARĂ SÂRBOVA",528,RACOVIŢA,158243,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:46",269,246,1,13,9,182,160,0,13,9,177,5,300,118,9,61,63,20,13,11
