precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi","POMIAN EMIL-voturi"
32,"SATU MARE","BIBLIOTECA ARDUD",90,"ORAŞ ARDUD",136848,3,PART,PRCNCT,CL,CL_SV,"2024-06-10 11:15:39",1605,1598,0,6,1,708,701,0,6,1,619,89,1711,1003,36,204,139,163,33,6,35,3
32,"SATU MARE","CĂMINUL CULTURAL BABA NOVAC",93,"ORAŞ ARDUD",136848,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:51:38",477,466,1,10,0,224,214,0,10,0,215,9,567,343,22,11,16,105,39,5,17,0
32,"SATU MARE","CĂMINUL CULTURAL GERĂUŞA",94,"ORAŞ ARDUD",136848,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:14:37",422,417,0,5,0,199,194,0,5,0,194,5,517,318,4,10,34,71,33,12,26,4
32,"SATU MARE","GRĂDINIȚA CU PROGRAM PRELUNGIT ARDUD",91,"ORAŞ ARDUD",136848,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:07:46",940,929,0,7,4,487,476,0,7,4,481,6,1033,546,81,31,109,117,64,47,22,10
32,"SATU MARE","LICEUL TEHNOLOGIC",89,"ORAŞ ARDUD",136848,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:33:27",1458,1432,3,17,6,638,615,0,17,6,625,13,1538,900,62,184,92,124,77,23,59,4
32,"SATU MARE","SCOALA GENERALĂ MĂDĂRAS",92,"ORAŞ ARDUD",136848,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:39:00",1030,1012,1,12,5,521,504,0,12,5,498,23,1117,596,37,27,93,185,93,24,33,6
