precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi"
33,SĂLAJ,"CĂMINUL CULTURAL",140,DOBRIN,140958,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:28",382,364,0,5,13,204,186,0,5,13,193,11,397,193,89,52,52
33,SĂLAJ,"CĂMINUL CULTURAL DOBA",141,DOBRIN,140958,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:39:18",283,277,0,3,3,163,157,0,3,3,161,2,300,137,140,9,12
33,SĂLAJ,"CASĂ PAROHIALĂ REFORMATĂ NAIMON",143,DOBRIN,140958,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:11:09",111,108,0,3,0,49,46,0,3,0,47,2,127,78,18,25,4
33,SĂLAJ,"CENTRUL DE ZI DOBA",142,DOBRIN,140958,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:10:54",238,223,0,6,9,139,124,0,6,9,139,0,251,112,123,6,10
33,SĂLAJ,"ȘCOALA ELEMENTARĂ VERVEGHIU",144,DOBRIN,140958,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:19:58",370,354,1,5,10,231,216,0,5,10,225,6,380,149,208,5,12
