precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ION FLAVIUS-UNIUNEA SALVAȚI ROMÂNIA-voturi","FILIP PETRU-PARTIDUL NAȚIONAL LIBERAL-voturi","ŐTVŐS DANIEL-ARMIN-voturi"
37,TIMIŞ,"LICEUL TEORETIC ”ALEXANDRU MOCIONI ”CIACOVA",246,"ORAŞ CIACOVA",156357,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:12:48",1059,1010,0,26,23,570,521,0,26,23,530,40,1100,530,43,227,260
37,TIMIŞ,"PRIMĂRIA ORAȘULUI CIACOVA",245,"ORAŞ CIACOVA",156357,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:32:22",1329,1302,2,24,1,723,698,0,24,1,697,26,1400,677,23,315,359
37,TIMIŞ,"ȘCOALA PRIMARĂ CEBZA",247,"ORAŞ CIACOVA",156357,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:15:02",660,643,0,13,4,337,320,0,13,4,322,15,700,363,31,157,134
37,TIMIŞ,"ȘCOALA PRIMARĂ MACEDONIA",248,"ORAŞ CIACOVA",156357,2,PART,PRCNCT,P,P_SV,"2024-06-10 04:41:17",400,391,1,8,0,241,233,0,8,0,227,14,433,192,8,84,135
37,TIMIŞ,"ŞCOALA PRIMARĂ OBAD",249,"ORAŞ CIACOVA",156357,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:22:10",544,531,0,11,2,364,351,0,11,2,351,13,600,236,19,227,105
37,TIMIŞ,"ŞCOALA PRIMARĂ PETROMAN",250,"ORAŞ CIACOVA",156357,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:57:43",630,605,1,23,1,374,350,0,23,1,367,7,700,326,23,237,107
