precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
10,BUZĂU,"GRĂDINIŢA DE COPII POŞTA CÎLNĂU",317,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:09:23",981,962,1,3,15,600,582,0,3,15,577,23,1040,440,41,30,362,112,19,13
10,BUZĂU,"GRĂDINIŢA DE COPII POŞTA CÎLNĂU",316,"POŞTA CÂLNĂU",48771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:42:08",1023,1010,2,4,7,571,560,0,4,7,540,19,1100,540,22,35,367,97,3,16
10,BUZĂU,"SCOALA GENERALA DIN POTIRNICHESTI",318,"POŞTA CÂLNĂU",48771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:10:23",429,415,3,9,2,221,210,0,9,2,215,6,460,239,38,15,110,41,4,7
10,BUZĂU,"ŞCOALA GENERALĂ, SATUL SUDIŢI",319,"POŞTA CÂLNĂU",48771,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:41:00",1443,1420,0,4,19,832,810,0,4,18,794,38,1504,672,42,47,427,162,69,47
10,BUZĂU,"ŞCOALA GENERALĂ ZILIŞTEANCA",320,"POŞTA CÂLNĂU",48771,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:46:30",1061,1043,1,5,12,610,593,0,5,12,594,16,1271,661,73,28,320,147,15,11
