precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","SATMARI CORNEL-CĂLIN-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",259,"BOIU MARE",107430,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:11:26",371,343,0,16,12,255,227,0,16,12,248,7,400,136,171,14,51,12
26,MARAMUREŞ,PRIMĂRIA,257,"BOIU MARE",107430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:09:49",534,466,0,48,20,408,340,0,48,20,395,13,480,72,250,68,31,46
26,MARAMUREŞ,"ŞCOALA GENERALĂ",258,"BOIU MARE",107430,1,PART,PRCNCT,CL,CL_SV,"2024-06-09 23:34:15",46,41,0,4,1,46,41,0,4,1,45,1,71,25,36,2,5,2
26,MARAMUREŞ,"ŞCOALA GENERALĂ",260,"BOIU MARE",107430,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:08:57",60,53,0,5,2,43,36,0,5,2,42,1,81,38,33,2,5,2
