precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MITITEAN SORIN-AUREL-PARTIDUL NAȚIONAL LIBERAL-voturi","MOLDOVAN CĂTĂLIN-IONUŢ-PARTIDUL SOCIAL DEMOCRAT-voturi","BOAR MIRCEA-ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
6,BISTRIŢA-NĂSĂUD,"CAMIN CULTURAL ”GRIGORE PLETOSU”",259,ŞIEU-MĂGHERUŞ,34690,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:08:28",546,538,0,3,5,287,279,0,3,5,280,7,600,313,223,34,23
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ARCALIA",258,ŞIEU-MĂGHERUŞ,34690,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:24:49",781,773,1,4,3,402,396,0,4,2,390,12,898,496,338,25,27
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL CRAINIMĂT",260,ŞIEU-MĂGHERUŞ,34690,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:50:02",887,884,0,3,0,447,444,0,3,0,421,26,950,503,349,36,36
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL SĂRĂŢEL",261,ŞIEU-MĂGHERUŞ,34690,1,PROV,PRCNCT,P,P_SV,"2024-06-10 02:18:58",487,476,1,7,3,238,228,0,7,3,224,12,500,264,160,59,5
6,BISTRIŢA-NĂSĂUD,"CĂMINUL CULTURAL ŞIEU-MĂGHERUŞ",257,ŞIEU-MĂGHERUŞ,34690,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:02:47",995,987,0,6,2,524,516,0,6,2,512,12,1102,578,423,42,47
