precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ROBU IOANA-PARTIDUL NAȚIONAL LIBERAL-voturi","LUMÎNARE VASILE-PARTIDUL SOCIAL DEMOCRAT-voturi","RADU DANIEL-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","SALOMIA GABRIEL-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
14,CONSTANŢA,"CĂMIN CULTURAL CORBU DE SUS",414,CORBU,61513,1,PART,PRCNCT,P,P_SV,"2024-06-10 11:12:47",1816,1788,12,10,6,953,938,1,10,4,933,20,1968,1015,175,636,112,10
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL NR. 1",413,CORBU,61513,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:08:56",712,690,1,16,5,712,690,1,16,5,701,11,1632,920,121,448,97,35
14,CONSTANŢA,"ȘCOALA GIMNAZIALĂ ”GHEORGHE LAZĂR”",412,CORBU,61513,1,PART,PRCNCT,P,P_SV,"2024-06-10 08:51:24",1529,1520,1,4,4,764,756,0,4,4,757,3,1678,913,111,493,91,62
14,CONSTANŢA,"SCOALA PRIMARA VADU",415,CORBU,61513,5,PART,PRCNCT,P,P_SV,"2024-06-10 09:35:10",554,544,0,7,3,261,251,0,7,3,251,8,601,335,44,139,61,7
