precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","OPRIŞ MARIANA-voturi"
28,MUREŞ,"GRĂDINIȚA CU PROGRAM PRELUNGIT ”BAMBI” SÂNGEORGIU DE MUREȘ",510,"SÂNGEORGIU DE MUREŞ",114417,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:37:06",1668,1640,3,7,18,889,864,0,7,18,867,22,1790,901,85,557,82,43,53,47
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",505,"SÂNGEORGIU DE MUREŞ",114417,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:31:47",1361,1338,9,5,9,788,772,2,5,9,760,28,1500,712,90,394,111,36,22,107
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",509,"SÂNGEORGIU DE MUREŞ",114417,5,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:22:26",1130,1115,7,3,5,614,606,0,3,5,602,12,1230,616,40,404,42,21,22,73
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",507,"SÂNGEORGIU DE MUREŞ",114417,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:11:13",1208,1208,0,0,0,652,652,0,0,0,615,37,1350,698,54,460,31,28,4,38
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",506,"SÂNGEORGIU DE MUREŞ",114417,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:37:50",1739,1723,0,0,16,953,937,0,0,16,924,29,1910,957,116,435,162,44,48,119
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” SÂNGEORGIU DE MUREȘ",508,"SÂNGEORGIU DE MUREŞ",114417,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:34:48",1268,1256,0,3,9,649,637,0,3,9,630,19,1400,751,80,340,62,32,16,100
28,MUREŞ,"ȘCOALA GIMNAZIALĂ ”SFÂNTUL GHEORGHE” - ȘCOALA PRIMARĂ COTUȘ",511,"SÂNGEORGIU DE MUREŞ",114417,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:16:20",447,437,2,6,2,232,224,0,6,2,197,35,496,264,10,140,3,36,2,6
