precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","FORȚA DREPTEI-voturi"
18,GALAŢI,"CĂMINUL CULTURAL RĂDEŞTI",385,RĂDEŞTI,77561,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 10:08:49",878,854,0,12,12,514,490,0,12,12,473,41,936,422,334,88,23,28
18,GALAŢI,"GRĂDINIŢA CU PROGRAM NORMAL CRUCEANU",386,RĂDEŞTI,77561,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:29:42",249,243,0,6,0,152,146,0,6,0,140,12,283,131,114,16,3,7
