precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi","FORȚA DREPTEI-voturi"
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",316,"SASCA MONTANĂ",53791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:13:14",294,266,0,17,11,226,198,0,17,11,219,6,319,94,21,89,71,13,10,15
11,CARAŞ-SEVERIN,"CĂMINUL CULTURAL",314,"SASCA MONTANĂ",53791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 00:47:46",110,90,0,18,2,85,67,0,18,0,84,1,131,46,10,22,47,1,2,2
11,CARAŞ-SEVERIN,"GRĂDINIȚA CU PROGRAM NORMAL SLATINA-NERA",317,"SASCA MONTANĂ",53791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:21:50",337,295,0,33,9,153,111,0,33,9,148,5,362,208,6,53,83,3,0,3
11,CARAŞ-SEVERIN,"SCOALA GIMNAZIALA ”MIHAI NOVAC” SASCA MONTANA",313,"SASCA MONTANĂ",53791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:37:15",447,367,1,61,18,273,193,1,61,18,263,9,449,177,9,72,144,29,5,4
11,CARAŞ-SEVERIN,"ŞCOALA PRIMARA POTOC",315,"SASCA MONTANĂ",53791,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:19:08",255,211,0,28,16,184,140,0,28,16,169,15,257,73,1,13,96,0,1,58
