precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi"
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",265,PETRĂCHIOAIA,104582,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 04:35:42",478,470,0,5,3,348,340,0,5,3,338,6,496,152,100,15,27,196
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",266,PETRĂCHIOAIA,104582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:16:10",413,377,0,25,11,328,292,0,25,11,317,11,452,123,77,21,26,193
25,ILFOV,"STRUCTURA CU CLASELE I-IV ŞI GRUPE DE PREŞCOLARI",264,PETRĂCHIOAIA,104582,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:27:27",303,291,0,11,1,233,221,0,11,1,224,9,300,67,68,8,39,109
25,ILFOV,"STRUCTURA CU GRUPE DE PREŞCOLARI",263,PETRĂCHIOAIA,104582,1,PART,PRCNCT,CL,CL_SV,"2024-06-12 02:42:50",1764,1676,1,52,35,1145,1060,0,52,33,1097,47,1850,706,423,96,86,492
