precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","CĂLIN IONEL-voturi"
14,CONSTANŢA,"GRĂDINIȚA CU PROGRAM NORMAL ALBEȘTI",367,ALBEŞTI,60945,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:03:09",1327,1294,1,16,16,831,799,0,16,16,805,26,1294,463,191,459,104,26,25
14,CONSTANŢA,"SCOALA GIMNAZIALĂ NR. 1 COTU-VAII",370,ALBEŞTI,60945,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:40:50",907,890,0,8,9,537,520,0,8,9,516,21,982,445,149,282,77,6,2
14,CONSTANŢA,"SCOALA PRIMARĂ COROANA",369,ALBEŞTI,60945,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:02:34",99,92,0,6,1,67,60,0,6,1,65,2,100,33,18,38,7,0,2
14,CONSTANŢA,"ȘCOALA PRIMARĂ NR. 2 ARSA",368,ALBEŞTI,60945,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:25:13",540,532,0,7,1,299,291,0,7,1,286,13,582,283,49,183,41,8,5
14,CONSTANŢA,"ȘCOALA PRIMARĂ NR.3 VÎRTOP",371,ALBEŞTI,60945,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:23:26",240,230,0,8,2,160,150,0,8,2,157,2,250,91,37,93,8,16,3
