precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"OLTIANU-BĂLĂCIANU DĂNUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","MANEA ADRIAN-FLORIN-PARTIDUL NAȚIONAL LIBERAL-voturi","BÂRLĂ RODICA-PARTIDUL SOCIAL DEMOCRAT-voturi","DÎRDÎIAC REMUS-VALENTIN-ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi"
10,BUZĂU,"GRĂDINIŢA DĂSCĂLEŞTI",322,PUIEŞTI,48842,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:24:33",548,536,0,9,3,312,300,0,9,3,298,14,589,277,5,158,128,7
10,BUZĂU,"ŞCOALA GIMNAZIALĂ NICOLEŞTI",324,PUIEŞTI,48842,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:33:43",527,520,1,5,1,316,310,0,5,1,312,4,569,253,1,87,223,1
10,BUZĂU,"ŞCOALA GIMNAZIALĂ PUIEŞTII DE JOS",321,PUIEŞTI,48842,2,PART,PRCNCT,P,P_SV,"2024-06-10 09:39:14",1017,1008,0,3,6,594,585,0,3,6,570,24,1108,514,14,244,285,27
10,BUZĂU,"ŞCOALA MĂCRINA",323,PUIEŞTI,48842,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:40:49",415,408,0,6,1,207,200,0,6,1,201,6,448,241,2,39,154,6
10,BUZĂU,"ŞCOALA PUIEŞTII DE SUS",325,PUIEŞTI,48842,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:28:10",273,266,0,7,0,144,137,0,7,0,141,3,298,154,3,64,71,3
