precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi"
29,NEAMŢ,"FOSTA ŞCOALA CU CLASELE I-IV,LOCALITATEA ŢUŢCANII DIN VALE",162,BAHNA,121153,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:49:38",263,236,0,9,18,167,140,0,9,18,162,5,291,124,36,4,1,121,0
29,NEAMŢ,"GRĂDINIŢA CU PROGRAM NORMAL,LOCALITATEA BĂHNIŞOARA",159,BAHNA,121153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:45:14",349,327,0,8,14,227,205,0,8,14,218,9,400,173,142,12,10,53,1
29,NEAMŢ,"GRĂDINIŢĂ CU PROGRAM NORMAL,LOCALITATEA BROŞTENI",160,BAHNA,121153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:53:11",342,292,0,13,37,265,215,0,13,37,255,10,335,70,152,17,3,75,8
29,NEAMŢ,"ȘCOALA GIMNAZIALĂ COMUNA BAHNA",158,BAHNA,121153,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:05:12",453,421,0,1,31,281,249,0,1,31,268,13,500,219,110,22,12,123,1
29,NEAMŢ,"ŞCOALA GIMNAZIALĂ,LOCALITATEA IZVOARE",161,BAHNA,121153,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 07:00:11",1100,1072,0,3,25,627,599,0,3,25,579,48,1200,573,206,58,203,108,4
