precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"HRIŢCU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞERBAN OLGA-PARTIDUL SOCIAL DEMOCRAT-voturi","CIUBOTARIU ADRIAN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","TROFIN FLORIN-PARTIDUL MIȘCAREA POPULARĂ-voturi"
24,IAŞI,"SAT BADENI, SEDIU SCOALA BADENI",658,SCOBINŢI,98998,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:18:54",1027,1024,0,3,0,491,488,0,3,0,466,25,1100,609,387,36,21,22
24,IAŞI,"SAT FETESTI, SEDIU SCOALA COORD.",659,SCOBINŢI,98998,2,PART,PRCNCT,P,P_SV,"2024-06-10 03:56:04",1092,1091,0,0,1,468,467,0,0,1,451,17,1200,732,310,20,75,46
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA VECHE SCOBINTI",656,SCOBINŢI,98998,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:36:33",1334,1328,1,5,0,556,551,0,5,0,536,20,1400,844,377,42,103,14
24,IAŞI,"SAT SCOBINTI, SEDIU SCOALA ZVARICI- SCOBINTI",657,SCOBINŢI,98998,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:33:07",259,247,0,12,0,129,117,0,12,0,123,6,300,171,97,12,12,2
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA REDIU",661,SCOBINŢI,98998,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:08:06",285,285,0,0,0,112,112,0,0,0,110,2,300,188,87,7,12,4
24,IAŞI,"SAT STICLARIA, SEDIU SCOALA STICLARIA",660,SCOBINŢI,98998,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:10:14",1277,1268,0,9,0,600,591,0,9,0,571,29,1400,800,464,35,59,13
24,IAŞI,"SAT .ZAGAVIA ,CU SEDIUL LA SCOALA ZAGAVIA",662,SCOBINŢI,98998,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:14:57",949,940,0,9,0,437,428,0,9,0,409,28,1035,598,336,23,35,15
