precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MÎRZA DARIUS-VALENTIN-UNIUNEA SALVAȚI ROMÂNIA-voturi","BALAN IONUŢ-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","LUCA ALEXANDRU-PARTIDUL SOCIAL DEMOCRAT-voturi","CÎMPIAN PETRU-ADRIAN-PARTIDUL NAȚIONAL LIBERAL-voturi","POPA IOAN-FORȚA DREPTEI-voturi"
22,HUNEDOARA,"CĂMINUL CULTURAL CERTEJU DE SUS",343,"CERTEJU DE SUS",89240,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:24:17",1187,1154,0,11,22,754,721,0,11,22,743,11,1247,493,28,12,383,312,8
22,HUNEDOARA,"CĂMINUL CULTURAL HONDOL",345,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:19:20",437,414,0,8,15,269,246,0,8,15,262,7,450,181,10,3,139,105,5
22,HUNEDOARA,"CĂMINUL CULTURAL MĂGURA-TOPLIȚA",346,"CERTEJU DE SUS",89240,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:48:35",96,86,1,8,1,75,65,1,8,1,71,4,100,25,2,2,37,30,0
22,HUNEDOARA,"CĂMINUL CULTURAL SĂCĂRÂMB",348,"CERTEJU DE SUS",89240,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:40:26",170,156,2,11,1,104,92,0,11,1,102,2,180,76,1,5,51,43,2
22,HUNEDOARA,"CĂMINUL CULTURAL TOPLIȚA MUREȘULUI",349,"CERTEJU DE SUS",89240,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:49:44",85,71,0,9,5,64,50,0,9,5,64,0,90,26,1,3,21,39,0
22,HUNEDOARA,"ȘCOALA GENERALĂ CU CLS. I-IV NOJAG",347,"CERTEJU DE SUS",89240,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:54:09",208,189,0,12,7,150,131,0,12,7,145,5,210,60,3,1,84,57,0
22,HUNEDOARA,"ȘCOALA GENERALĂ CU CLS. I-IV VĂRMAGA",350,"CERTEJU DE SUS",89240,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:43:05",268,248,4,13,3,169,153,0,13,3,166,3,270,100,1,3,109,52,1
22,HUNEDOARA,"SPAȚIU ADMINISTRATIV BOCȘA MICĂ",344,"CERTEJU DE SUS",89240,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:36:26",92,85,0,7,0,74,67,0,7,0,73,1,100,26,3,1,32,37,0
