precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BLAGA COSMIN-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","IAGHER MOISE-PARTIDUL NAȚIONAL LIBERAL-voturi","ŞOVRE ANA-LIVIA-PARTIDUL SOCIAL DEMOCRAT-voturi","BULCĂU PETRU-PARTIDUL MIȘCAREA POPULARĂ-voturi","DEMIAN IOAN-PARTIDUL S.O.S. ROMÂNIA-voturi"
5,BIHOR,"ȘCOALA BUCIUM",316,CEICA,28335,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:17:33",184,164,1,16,3,137,118,0,16,3,132,5,184,47,4,37,91,0,0
5,BIHOR,"ȘCOALA CORBEȘTI",318,CEICA,28335,1,PART,PRCNCT,P,P_SV,"2024-06-10 00:51:59",367,340,0,25,2,259,232,0,25,2,240,19,379,120,10,37,186,1,6
5,BIHOR,"ȘCOALA COTIGLET",319,CEICA,28335,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:31:18",290,272,0,13,5,182,164,0,13,5,174,8,306,124,8,43,118,3,2
5,BIHOR,"ȘCOALA DUȘEȘTI",320,CEICA,28335,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:34:10",447,415,0,30,2,286,254,0,30,2,281,5,462,176,4,149,126,0,2
5,BIHOR,"ȘCOALA GIMNAZIALĂ NR.1",315,CEICA,28335,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:40:32",817,756,0,45,16,604,543,0,45,16,597,7,857,253,11,149,409,14,14
5,BIHOR,"ȘCOALA GIMNAZIALĂ, NR. 2",317,CEICA,28335,1,PART,PRCNCT,P,P_SV,"2024-06-10 03:19:11",457,431,0,19,7,283,257,0,19,7,271,12,483,200,23,86,159,1,2
5,BIHOR,"ȘCOALA INCEȘTI",321,CEICA,28335,1,PROV,PRCNCT,P,P_SV,"2024-06-10 03:43:07",320,294,0,23,3,235,209,0,23,3,224,11,331,81,3,56,162,1,2
