precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi"
27,MEHEDINŢI,"CĂMINUL CULTURAL CERVENIŢA",245,PRUNIŞOR,113233,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:28:07",369,294,0,69,6,266,191,0,69,6,253,13,370,104,176,16,58,3
27,MEHEDINŢI,"CĂMINUL CULTURAL FÎNTÎNA DOMNEASCĂ",246,PRUNIŞOR,113233,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:14:34",363,298,0,62,3,292,227,0,62,3,274,18,333,41,151,14,93,16
27,MEHEDINŢI,"HM GÂRNIȚA",247,PRUNIŞOR,113233,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:16:49",334,275,0,45,14,244,185,0,45,14,236,8,299,55,119,37,75,5
27,MEHEDINŢI,"ŞCOALA GENERALĂ PRUNIŞOR",244,PRUNIŞOR,113233,2,PART,PRCNCT,CL,CL_SV,"2024-06-12 00:04:02",612,437,1,162,12,491,317,0,162,12,478,7,491,6,350,18,104,6
27,MEHEDINŢI,"ŞCOALA GENERALĂ ZEGAIA",248,PRUNIŞOR,113233,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:37:00",288,207,0,79,2,224,143,0,79,2,220,4,281,57,153,5,59,3
