precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"MOISE ADRIAN-CONSTANTIN-PARTIDUL SOCIAL DEMOCRAT-voturi","STĂNESCU GHEORGHE-PARTIDUL NAȚIONAL LIBERAL-voturi"
31,PRAHOVA,"GRADINITA CU PROGRAM NORMAL FUNDENI",448,"GURA VITIOAREI",131835,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:16:28",478,466,0,10,2,305,293,0,10,2,295,10,515,210,48,247
31,PRAHOVA,"SCOALA GIMNAZIALA BUGHEA DE JOS",446,"GURA VITIOAREI",131835,1,PROV,PRCNCT,P,P_SV,"2024-06-10 06:07:22",855,847,0,5,3,535,527,0,5,3,522,13,933,395,97,425
31,PRAHOVA,"SCOALA GIMNAZIALA GURA VITIOAREI",445,"GURA VITIOAREI",131835,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:39:21",1652,1649,0,1,2,898,895,0,1,2,878,20,1831,933,239,639
31,PRAHOVA,"SCOALA GIMNAZIALA POIANA COPACENI",449,"GURA VITIOAREI",131835,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:03:28",849,844,0,5,0,491,486,0,5,0,471,20,928,437,58,413
31,PRAHOVA,"SCOALA PRIMARA FAGETU",447,"GURA VITIOAREI",131835,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:55:13",933,926,1,5,1,599,593,0,5,1,578,21,1027,428,60,518
