precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","UNIUNEA SALVAȚI ROMÂNIA-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL S.O.S. ROMÂNIA-voturi","PARTIDUL VERDE-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL SOCIALIST ROMÂN-voturi"
13,CLUJ,"CĂMIN CULTURAL",580,"PETREŞTII DE JOS",58918,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:49:16",533,443,1,65,24,400,311,0,65,24,396,4,508,108,30,17,130,138,3,70,7,1
13,CLUJ,"CAMIN CULTURAL LIVADA",583,"PETREŞTII DE JOS",58918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:28:25",164,158,0,4,2,98,92,0,4,2,80,18,154,56,3,24,21,21,2,3,3,3
13,CLUJ,"CAMINUL CULTURAL",585,"PETREŞTII DE JOS",58918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:21:06",87,72,0,12,3,54,39,0,12,3,51,3,84,30,16,1,13,21,0,0,0,0
13,CLUJ,"CASA PARTICULARA",586,"PETREŞTII DE JOS",58918,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:24:30",113,96,0,17,0,71,54,0,17,0,67,4,107,36,48,0,11,8,0,0,0,0
13,CLUJ,"ŞCOALA GENERALĂ",582,"PETREŞTII DE JOS",58918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 01:10:02",179,161,0,14,4,137,119,0,14,4,131,6,183,46,16,5,44,58,0,4,2,2
13,CLUJ,"ŞCOALA GENERALĂ",581,"PETREŞTII DE JOS",58918,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:24:33",181,168,0,9,4,118,106,0,9,3,112,6,173,55,6,4,60,24,10,6,2,0
13,CLUJ,"ŞCOALA GENERALĂ",584,"PETREŞTII DE JOS",58918,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:37:08",134,94,0,40,0,103,63,0,40,0,102,1,146,43,44,2,25,22,2,5,1,1
