precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA DREAPTA UNITĂ USR - PMP - FORȚA DREPTEI-voturi","MĂRCUŢ ION-voturi"
4,BACĂU,"ŞCOALA BLIDARI",297,CĂIUŢI,21757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 12:59:28",577,562,1,7,7,317,302,1,7,7,306,11,600,283,20,189,76,21,0
4,BACĂU,"ŞCOALA BOIŞTEA",298,CĂIUŢI,21757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:12:28",140,134,0,6,0,84,78,0,6,0,80,4,203,119,13,35,19,11,2
4,BACĂU,"SCOALA GIMNAZIALA CAIUTI",296,CĂIUŢI,21757,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:32:13",1316,1307,0,5,4,674,665,0,5,4,635,39,1400,726,61,395,71,89,19
4,BACĂU,"ŞCOALA HELTIU",299,CĂIUŢI,21757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:03:36",291,283,2,6,0,162,154,2,6,0,152,10,297,135,37,44,47,11,13
4,BACĂU,"ŞCOALA POPENI",301,CĂIUŢI,21757,4,PART,PRCNCT,CL,CL_SV,"2024-06-10 17:40:31",692,677,0,8,7,371,356,0,8,7,360,11,700,329,16,266,65,7,6
4,BACĂU,"ŞCOALA PRALEA",302,CĂIUŢI,21757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:15:34",751,740,0,7,4,449,438,0,7,4,441,8,800,351,15,337,73,12,4
4,BACĂU,"SCOALA PRIMARA MARCESTI",300,CĂIUŢI,21757,2,PART,PRCNCT,CL,CL_SV,"2024-06-10 14:47:38",131,124,0,7,0,83,76,0,7,0,79,4,193,110,2,41,32,4,0
4,BACĂU,"ŞCOALA VRÂNCENI",303,CĂIUŢI,21757,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:38:12",296,289,0,7,0,157,150,0,7,0,145,12,300,143,21,80,30,13,1
