precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"RECALO IOAN-UNIUNEA UCRAINENILOR DIN ROMÂNIA-voturi","MICULAICIUC IOAN-PARTIDUL SOCIAL DEMOCRAT-voturi","TURCIN MIHAI-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","POPOVICI MIHAI-PARTIDUL NAȚIONAL LIBERAL-voturi","ŢIUDIC PAVEL-FORȚA DREPTEI-voturi"
26,MARAMUREŞ,"CĂMINUL CULTURAL",380,REPEDEA,108598,1,PART,PRCNCT,P,P_SV,"2024-06-10 13:01:52",1748,1738,0,3,7,839,829,0,3,7,801,35,1800,964,25,493,17,171,95
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASELE I-IV LUJANA",381,REPEDEA,108598,1,PART,PRCNCT,P,P_SV,"2024-06-10 06:22:26",753,746,0,7,0,339,332,0,7,0,328,11,800,461,19,206,8,64,31
26,MARAMUREŞ,"ŞCOALA GENERALĂ CU CLASEL I-IV LESPEDEA DE JOS",382,REPEDEA,108598,1,PART,PRCNCT,P,P_SV,"2024-06-10 07:29:25",1213,1210,0,3,0,584,581,0,3,0,562,22,1481,897,52,231,29,76,174
