precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"ENĂCHIOAIA NICUŞOR-MANUEL-PARTIDUL SOCIAL DEMOCRAT-voturi","MILEA NICUŞOR-ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","ŢUNDREA NICOLAE-PARTIDUL NAȚIONAL LIBERAL-voturi","CINCĂ ADRIAN-ALEXANDRU-PARTIDUL S.O.S. ROMÂNIA-voturi"
30,OLT,"LICEUL ”ŞTEFAN DIACONESCU” POTCOAVA",109,"ORAŞ POTCOAVA",128374,1,PART,PRCNCT,P,P_SV,"2024-06-10 09:05:26",1129,1107,0,12,10,850,828,0,12,10,791,59,1267,417,536,215,21,19
30,OLT,"LICEUL ”ŞTEFAN DIACONESCU” POTCOAVA",108,"ORAŞ POTCOAVA",128374,2,PART,PRCNCT,P,P_SV,"2024-06-10 13:48:44",1162,1137,2,14,9,845,821,1,14,9,823,22,1310,465,464,294,42,23
30,OLT,"ŞCOALA CU CLASELE. I-IV FĂLCOIENI",107,"ORAŞ POTCOAVA",128374,3,PART,PRCNCT,P,P_SV,"2024-06-10 09:39:01",819,797,0,17,5,570,548,0,17,5,555,15,922,352,338,171,33,13
30,OLT,"ŞCOALA GENERALĂ SINEŞTI",110,"ORAŞ POTCOAVA",128374,3,PART,PRCNCT,P,P_SV,"2024-06-10 18:13:15",1514,1486,3,14,11,1114,1087,2,14,11,1072,42,1693,579,670,283,101,18
