precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","UNIUNEA DEMOCRATĂ MAGHIARĂ DIN ROMÂNIA-voturi","FORȚA DREPTEI-voturi","PARTIDUL ECOLOGIST ROMÂN-voturi"
37,TIMIŞ,"CĂMINUL CULTURAL PUSTINIŞ",601,UIVAR,159142,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:18:48",628,620,0,5,3,359,351,0,5,3,343,16,700,341,191,5,128,15,2,2
37,TIMIŞ,"CĂMINUL CULTURAL RĂUŢI",602,UIVAR,159142,1,PROV,PRCNCT,CL,CL_SV,"2024-06-10 03:15:40",491,488,0,1,2,240,237,0,1,2,230,10,569,326,62,19,73,47,16,13
37,TIMIŞ,"CĂMINUL CULTURAL SÂNMARTINU MAGHIAR",603,UIVAR,159142,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:23:26",239,234,0,5,0,129,124,0,5,0,125,4,300,171,74,12,28,9,2,0
37,TIMIŞ,"CĂMINUL CULTURAL UIVAR",600,UIVAR,159142,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 05:38:17",1195,1183,2,5,5,507,497,0,5,5,507,0,1200,693,342,15,127,14,6,3
