precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
4,BACĂU,"ŞCOALA GIMNAZIALĂ SATUL SECUIENI",576,SECUIENI,25362,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:17:46",1129,1061,0,60,8,688,620,0,60,8,654,34,1100,412,320,104,224,6
4,BACĂU,"ŞCOALA SATUL CHITICENI",577,SECUIENI,25362,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:13:41",159,150,0,7,2,95,86,0,7,2,85,10,200,105,53,11,19,2
4,BACĂU,"ŞCOALA SATUL FUNDENI",578,SECUIENI,25362,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 03:49:24",321,294,0,27,0,228,201,0,27,0,211,17,300,60,80,23,91,17
4,BACĂU,"ŞCOALA SATUL GLODIŞOARELE",579,SECUIENI,25362,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:18:32",174,165,0,5,4,165,156,0,5,4,150,15,288,123,106,16,22,6
