precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"UNIUNEA SALVAȚI ROMÂNIA-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL ȚĂRĂNESC MANIU-MIHALACHE-voturi","PARTIDUL UNIUNEA GETO-DACILOR-voturi","ASOCIAȚIA PARTIDA ROMILOR ""PRO-EUROPA""-voturi","PARTIDUL MIȘCAREA POPULARĂ-voturi"
3,ARGEŞ,"CĂMIN CULTURAL DRAGOSLAVELE",342,DRAGOSLAVELE,16472,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 08:11:24",880,860,0,17,3,613,593,0,17,3,571,22,960,367,85,202,171,67,5,0,41
3,ARGEŞ,"ŞCOALA GIMNAZIALĂ IOSIF CATRINESCU CLS. V-VIII",341,DRAGOSLAVELE,16472,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 09:20:17",631,627,0,2,2,429,425,0,2,2,404,25,695,266,72,129,116,41,10,5,31
3,ARGEŞ,"ŞCOALA VALEA HOTARULUI",343,DRAGOSLAVELE,16472,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 07:05:44",553,545,1,7,0,400,393,0,7,0,332,68,594,194,32,98,40,27,1,119,15
