precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"BÎRCĂ ION-PARTIDUL SOCIAL DEMOCRAT-voturi","SGAIBĂ ADRIANA-PARTIDUL NAȚIONAL LIBERAL-voturi","BECHERU RADU-UNIUNEA SALVAȚI ROMÂNIA-voturi"
20,GORJ,"ŞCOALA GENERALĂ POIANA",319,TURBUREA,82555,1,PART,PRCNCT,P,P_SV,"2024-06-10 04:31:03",1209,1168,0,20,21,753,712,0,20,21,740,13,1300,547,587,59,94
20,GORJ,"ŞCOALA GENERALĂ TURBUREA",317,TURBUREA,82555,1,PART,PRCNCT,P,P_SV,"2024-06-10 05:17:47",776,759,0,7,10,470,453,0,7,10,453,10,800,337,329,80,44
20,GORJ,"ŞCOALA PRIMARĂ COCOROVA",318,TURBUREA,82555,1,PART,PRCNCT,P,P_SV,"2024-06-10 02:19:54",366,356,0,3,7,192,182,0,3,7,184,8,400,208,142,22,20
20,GORJ,"ŞCOALA PRIMARĂ TURBUREA",316,TURBUREA,82555,1,PART,PRCNCT,P,P_SV,"2024-06-10 01:44:37",424,403,0,8,13,284,263,0,8,13,271,13,500,216,201,31,39
20,GORJ,"SPAȚIUL PUBLIC ȘIPOTU",320,TURBUREA,82555,1,PROV,PRCNCT,P,P_SV,"2024-06-10 04:52:55",682,650,0,13,19,456,424,0,13,19,434,22,769,313,352,43,39
