precinct_county_nce,precinct_county_name,precinct_name,precinct_nr,uat_name,uat_siruta,report_version,report_stage_code,report_type_scope_code,report_type_category_code,report_type_code,created_at,a,a1,a2,a3,a4,b,b1,b2,b3,b4,c,d,e,f,"PARTIDUL SOCIAL DEMOCRAT-voturi","PARTIDUL NAȚIONAL LIBERAL-voturi","ALIANȚA PENTRU UNIREA ROMÂNILOR-voturi"
1,ALBA,"PRIMĂRIA COMUNEI GÂRBOVA",260,GÂRBOVA,4482,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 06:46:45",1282,1206,2,22,52,853,781,0,22,50,826,27,1300,447,300,474,52
1,ALBA,"ȘCOALA PRIMARĂ CĂRPINIȘ",261,GÂRBOVA,4482,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 04:46:38",216,197,2,13,4,139,121,1,13,4,134,5,230,91,50,81,3
1,ALBA,"ȘCOALA PRIMARĂ RECIU",262,GÂRBOVA,4482,1,PART,PRCNCT,CL,CL_SV,"2024-06-10 02:52:05",278,254,4,13,7,168,146,2,13,7,167,1,300,132,104,58,5
